-21792, -13324, 0, 0
-21792, -13324, -2845, 0
-21792, -13324, -2845, 0
-21792, -13324, -2845, -22754
-21792, -13324, -2845, -22754
7801, 14135, 0, 0
11868, -6723, 0, 0
11868, -6723, -3986, 0
11868, -6723, -3986, 0
11868, -6723, -3986, 1066
11868, -6723, -3986, 1066
-22988, -28515, 0, 0
-22988, -28515, -14231, 0
-22988, -28515, -14231, 0
-22988, -28515, -14231, -26280
-22988, -28515, -14231, -26280
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
-27006, 5558, 0, 0
20492, 23950, 0, 0
23303, 18831, 0, 0
26444, -30204, 0, 0
26444, -30204, 8071, 0
26444, -30204, 8071, 0
26444, -30204, 8071, 26432
26444, -30204, 8071, 26432
-21568, -26149, 0, 0
-21568, -26149, 8175, 0
-21568, -26149, 8175, 0
-21568, -26149, 8175, 19607
-21568, -26149, 8175, 19607
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
-4525, -18987, 0, 0
-4525, -18987, -30647, 0
-4525, -18987, -30647, 0
-4525, -18987, -30647, -4556
-4525, -18987, -30647, -4556
12149, 29707, 0, 0
12149, 29707, 16742, 0
12149, 29707, 16742, 0
12149, 29707, 16742, -10145
12149, 29707, 16742, -10145
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
257, 257, -15312, 11520
-13338, 24985, 0, 0
-26405, 23847, 0, 0
-26405, 23847, 17662, 0
-26405, 23847, 17662, 0
-26405, 23847, 17662, 19344
793, -19776, 0, 0
793, -19776, -13831, 0
793, -19776, -13831, 0
793, -19776, -13831, 29746
-24039, -13659, 0, 0
-24039, -13659, 3658, 0
-24039, -13659, 3658, 0
-24039, -13659, 3658, -30258
-24039, -13659, 3658, -30258
-11156, 20151, 0, 0
-11156, 20151, 20730, 0
-11156, 20151, 20730, 0
-11156, 20151, 20730, 203
-11156, 20151, 20730, 203
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
-19228, -6076, 0, 0
-19228, -6076, 24561, 0
-19228, -6076, 24561, 0
-19228, -6076, 24561, 11691
-19228, -6076, 24561, 11691
26285, -13088, 0, 0
26285, -13088, 32048, 0
26285, -13088, 32048, 0
26285, -13088, 32048, 29123
26285, -13088, 32048, 29123
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
100, 100, 0, 0
25700, 0, 0, 0
25600, -20480, 77, 4135
100, 100, 0, 25612
25700, 25700, 25700, 32125
5447, 100, 0, 14391
0, 0, 0, -23902
0, 8001, 43, 39
-13847, 28153, 0, 0
-13847, 28153, -10619, 0
