0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
17648, 206, 0
17648, 206, 0
17648, 206, 0
17648, 206, -926
17648, 206, -926
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
17674, 30499, 0
17674, 30499, 0
17674, 30499, 0
17674, 30499, -18488
17674, 30499, -18488
-8443, -5730, 0
-8443, -5730, 0
-8443, -5730, 0
-8443, -5730, 18705
-8443, -5730, 18705
-11895, -28291, 0
-11895, -28291, 0
-11895, -28291, 0
-11895, -28291, -7256
-11895, -28291, -7256
22785, 23901, 23901
31354, -919, 17476
-9214, 0, 0
31480, -14684, 17582
14381, 3127, -29383
0, 0, 0
-21777, 21571, 0
-7930, -3750, -3599
-11331, 11951, -27884
-286, 14041, 7040
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
1791, -19436, 0
1791, -19436, 0
1791, -19436, 0
1791, -19436, -14073
1791, -19436, -14073
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
11308, 21046, 0
11308, 21046, 0
11308, 21046, 0
11308, 21046, -31915
11308, 21046, -31915
9431, 26723, 0
9431, 26723, 0
9431, 26723, 0
9431, 26723, -16211
9431, 26723, -16211
-12338, -1456, 0
-12338, -1456, 0
-12338, -1456, 0
-12338, -1456, -21078
-12338, -1456, -21078
17262, -22335, 15934
-21973, 22454, -18126
12593, 12562, 20303
26688, 44, 28827
12593, 12593, 12593
12593, 12593, -21976
-31341, 29256, 5575
24699, -8366, -30464
11270, -16842, -16706
12593, 12593, -14393
11270, -16842, -16706
26688, 44, -25329
112, 0, -19200
14221, -22089, 8963
1, 0, 30208
17262, 449, -23388
1, 0, -8487
1, 0, 0
237, 0, 0
3, -16132, 0
11270, -16675, 14906
0, 104, -27220
10000, 256, 0
0, 0, -32023
0, 0, -9328
0, 256, 0
0, 768, 39
-31341, 29256, 28013
0, 2304, 15800
0, 0, 0
12344, 0, 257
242, 4096, 5397
0, 256, -11566
1, 1, 0
1, 0, -21846
242, 0, -15164
220, 0, 0
257, -256, 0
22440, 0, -12337
4285, 39, 256
112, 0, 256
17, 10240, 20560
256, 1, 22264
