-8993, 7115, 0
6231, -714, 0
6231, -714, 0
6231, -714, 0
6231, -714, 1579
6231, -714, 1579
-1046, 25417, 0
15602, -29769, 0
15602, -29769, 0
15602, -29769, 0
15602, -29769, -28051
15602, -29769, -28051
31232, 32475, 0
2687, 6928, 0
12067, -15468, 0
12067, -15468, 0
12067, -15468, 0
12067, -15468, -2681
12067, -15468, -2681
13827, 25217, 0
-5472, -31331, 0
-5472, -31331, 0
-5472, -31331, 0
-5472, -31331, -5766
-5472, -31331, -5766
9717, -12662, 0
9717, -12662, 0
9717, -12662, 0
9717, -12662, 9166
9717, -12662, 9166
0, 0, 0
4692, -20282, 0
4692, -20282, 0
4692, -20282, 0
4692, -20282, -22182
4692, -20282, -22182
-4533, 5328, 0
-4533, 5328, 0
-4533, 5328, 0
-4533, 5328, 1572
-4533, 5328, 1572
0, 0, 0
31884, -2315, 0
31884, -2315, 0
31884, -2315, 0
31884, -2315, 15492
-12615, -17715, 0
-12615, -17715, 0
-12615, -17715, 0
-12615, -17715, -10478
-12615, -17715, -10478
18662, 31958, 0
18662, 31958, 0
18662, 31958, 0
18662, 31958, 28355
18662, 31958, 28355
0, 0, 0
-27714, -6834, 0
-27714, -6834, 0
-27714, -6834, 0
-27714, -6834, 8489
-27714, -6834, 8489
-9943, 15315, 0
-9943, 15315, 0
-9943, 15315, 0
-9943, 15315, -8894
-9943, 15315, -8894
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
18382, 31776, 0
18382, 31776, 0
18382, 31776, 0
18382, 31776, 2804
18382, 31776, 2804
-21628, -2001, 0
-21628, -2001, 0
-21628, -2001, 0
-21628, -2001, 32327
-21628, -2001, 32327
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 0, 0
-4376, 1000, -4627
1000, 18145, 1000
0, 0, 0
-5912, 3, 0
1000, 22, -6141
32256, 11520, 0
0, 0, 45
313, -6144, 0
9172, -28954, 0
-27522, -8647, 0
-27522, -8647, 0
-27522, -8647, 0
-27522, -8647, -27944
-27522, -8647, -27944
610, 4215, 0
610, 4215, 0
610, 4215, 0
610, 4215, 28682
610, 4215, 28682
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
5832, 1696, 0
5832, 1696, 0
5832, 1696, 0
5832, 1696, 31181
5832, 1696, 31181
-10073, 15875, 0
-10073, 15875, 0
-10073, 15875, 0
-10073, 15875, -31280
-10073, 15875, -31280
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
257, 0, 0
0, 256, 0
0, 0, 1
257, 0, 0
257, 0, 453
