20794, 5802, 0
20794, 5802, 0
20794, 5802, 0
20794, 5802, 32364
22542, 30887, 0
22542, 30887, 0
22542, 30887, 0
22542, 30887, -27228
22542, 30887, -27228
12053, -12901, 0
12053, -12901, 0
12053, -12901, 0
12053, -12901, 16376
12053, -12901, 16376
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
5563, -9035, 0
5563, -9035, 0
5563, -9035, 0
5563, -9035, 25736
5563, -9035, 25736
-14030, -28593, 0
-14030, -28593, 0
-14030, -28593, 0
-14030, -28593, -4074
-14030, -28593, -4074
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 256, -20047
1, 0, 0
256, 0, 390
5563, -24575, 12661
277, 0, -4304
-31064, 1, 2305
0, -22016, 0
1346, 16962, 16962
25856, -24416, 1
-31072, 1, 0
-24416, 390, 28527
-10240, -9512, -18796
0, 0, 0
0, 0, 28270
-256, 0, 256
256, 0, 0
16, 0, -31072
-24416, 390, 4145
192, 0, 0
0, -31073, 0
0, -24560, 256
14240, 10000, -2292
1, 0, 0
0, 0, 1
4170, 39, 103
256, 256, 0
-256, 0, 0
0, 0, 0
411, 0, 32511
-24532, 390, 13107
4112, 39, 0
-256, 0, 12544
4224, 859, -6651
-31072, 1, 1
0, 0, 39
0, 0, 0
-23109, -19564, 25803
416, 0, 0
-8449, -28000, 0
0, 0, -10024
-29024, 1, 0
8192, 14129, 0
1346, 16962, 16962
-256, 0, 12544
0, 1, 0
22542, 30887, -12891
0, 0, 256
424, 1, 0
12037, 0, 0
7317, -28311, 16384
-27919, -28416, -22127
12037, 0, 0
0, 0, -23769
66, 0, 1
10000, 0, 390
-8124, -3380, -10120
0, 0, 0
187, 4096, -20818
16, 0, 0
0, 256, 0
-24576, 54, 255
93, 0, 15677
-17476, -17477, -17477
1346, 16962, 66
2304, 0, 0
256, 0, -29158
0, 256, 0
0, 0, 0
4096, 4222, 0
-31072, 1, 11308
4414, 0, 0
1346, 1285, 1285
0, 10223, 0
600, 2, 9
45, 0, -24416
-31072, 13875, -30196
160, 127, 11308
0, 256, 0
10000, 0, 0
-31072, 10000, 0
0, -25187, 0
-512, 0, 12996
-256, 0, 0
4264, 39, 0
5563, 4298, 3582
-24576, 390, 1
261, 0, -15600
126, 0, 0
10000, 11327, 11308
-7561, 1, -7920
0, 0, -26472
4096, 39, 1
21, 0, 0
0, -22227, 22272
8446, 4217, -25131
-31072, 1, -4786
88, 0, -31072
214, 0, 0
1, 0, 14336
187, 4096, 160
12850, 50, 0
0, -31072, 0
-21248, 0, -8482
13895, -31092, 6047
