21878, 32191
21878, 32191
21878, 32191
21878, 32191
21878, 32191
27569, -21140
27569, -21140
27569, -21140
27569, -21140
27569, -21140
0, 0
0, 0
0, 0
0, 0
0, 0
357, -13594
357, -13594
357, -13594
357, -13594
357, -13594
17010, -9684
17010, -9684
17010, -9684
17010, -9684
17010, -9684
0, 0
0, 0
0, 0
0, 0
0, 0
5, 0
4137, -14158
0, 0
0, 0
10000, 0
-16368, 0
0, 0
0, 0
0, 0
191, 10001
10000, 0
-16368, 0
-5117, 4499
0, 0
-15164, -15351
-3586, -3599
0, 0
511, 0
4112, 0
0, 0
69, 1
10000, 0
67, 0
196, 256
195, 32759
256, 1
0, 0
-15360, 9
8216, -15164
1, 0
14907, 14906
8216, -15164
254, 0
4097, 39
0, -15104
4, 256
14582, 14389
1, 0
0, 0
0, 0
196, 0
-16368, 0
0, -15104
10000, 0
13619, 304
10000, 0
1, 0
11378, 0
-15360, 246
4, 0
0, 0
196, 256
-15164, -15351
4, 4
8216, 0
1, 32
4305, 39
0, 0
385, 4
5, 0
0, 0
10000, 0
10000, 0
4096, 295
1, 0
2500, 2500
0, 4096
4, 0
4293, 39
6657, 0
0, 16
-256, 0
261, 0
4293, 39
2500, 0
-1, 0
6657, 0
4145, 39
256, 0
-15678, 255
10000, 2500
8216, 0
11520, 11
0, 0
2500, 2313
11520, 13622
0, 11520
2500, 0
1, 0
0, 0
4097, 39
4, 256
208, 0
4, 0
4293, 39
-17722, 13498
1, 0
-15360, 9
1, 1
16, 0
1, 0
0, 10000
4097, 19751
257, 257
4096, 0
0, 0
-240, -1
-16368, 8192
8448, 2500
1, 11520
8216, -15164
4112, 0
155, 0
1024, 0
0, 0
4, 15616
10000, 4364
-17152, 0
0, 0
-240, -257
4138, -14158
1024, 0
255, 4
-15360, 9
0, 0
357, -13594
17664, 0
4293, 39
0, -15104
2500, 1025
17680, 0
0, 4
1, -15310
0, 0
-256, 14381
4100, 2048
0, 0
1024, 1028
4112, 4112
238, 0
-16368, 64
0, 0
4100, 2048
-22784, -22617
-256, 24056
0, 0
0, 0
10000, -12491
256, 0
4, 0
4, 0
0, 0
4, 0
0, 0
28972, 170
0, 0
-240, -1
4, 0
8216, -4370
0, 0
1025, 0
0, 0
-15242, 9
0, -512
-252, 0
256, 2500
511, 59
0, 0
9984, -217
21878, 0
5816, 0
1, 0
73, -19070
-16368, 0
8216, 0
10000, 0
-15280, 265
0, -23296
2500, 0
-21248, 1
0, 256
14132, 13106
2500, 0
1, 0
0, 0
768, 1
0, 0
511, 0
2500, -20224
5, 0
0, 0
257, 4
-1200, -10301
10000, 0
13568, -16591
0, 0
101, 0
1280, 160
0, 0
-24124, -24159
0, 8
105, 0
-27757, -27757
0, 0
4, 0
5, 0
2500, 0
10000, 0
4097, 39
4096, 39
1, 0
0, 0
8192, 70
0, 256
-15164, -15350
254, 0
2500, 28898
16, 0
2304, 3012
4096, 4112
32, 0
202, 13824
4305, 39
10000, 0
1, 11520
0, 0
1, 0
1163, 0
0, 0
0, 0
0, 0
25957, 26085
0, 0
10000, -15360
-60, 256
2500, 0
0, 4096
48, 13108
21878, 21845
0, 0
0, 0
-15259, 0
4351, 4
2500, 2500
-15164, 9
1, 0
4210, 39
4096, 39
1273, 0
1, 256
4293, 39
1, 0
0, 97
114, -29299
4, 0
-7396, 7196
68, 0
5, 0
-240, 8903
-15105, 4
-15164, 9
10188, 0
28069, 28013
256, 2500
1, 0
-25062, -15360
-15164, 4414
254, 0
8216, 0
-240, -2
2, -15359
256, 384
0, 0
-24064, -23902
0, 256
512, -55
0, 17297
0, 14644
4197, 1
14080, 0
4293, 2500
-240, -1
-29414, -29299
0, 0
10000, 0
0, 0
0, 0
6657, 0
0, 0
4, 0
414, 256
0, 0
12599, 12852
1, 0
1028, 0
196, 16021
1024, 0
-16368, 0
12850, 12850
9617, -15356
0, 256
0, 4
4203, 0
-32768, 257
2500, 0
0, 0
0, 0
320, 1
4, 0
21878, 453
4096, 39
0, 0
-11052, -11052
357, -13594
4, 0
0, 0
196, -9472
2244, 1
0, 0
4096, 4
4, 0
4, -24317
-28014, -28014
4293, 39
-15164, -15351
-16368, 0
4096, 39
0, 0
10000, 0
149, -2
10140, -21874
6657, 0
1, 13035
31354, 31354
0, 256
11051, 11051
5, 32
4293, -219
4305, 39
10000, 0
2500, 0
118, 4
21878, 0
0, 0
1279, 0
0, 16384
28160, 4
11568, -11416
4151, 39
4100, 2048
10000, 0
0, 255
4, 0
-30264, 32393
10000, 15616
1024, 0
0, 2500
196, 0
2500, 2363
4096, 39
16, 0
13101, 1
-10573, 0
0, 0
0, 4196
21878, 2307
21878, 0
4272, 39
9846, 25600
513, 0
0, 511
10000, 121
15, 1024
10000, 4096
13357, 310
-1006, 0
-23131, -23131
357, 0
0, 12
2500, 2500
0, 267
843, 4112
2500, 0
0, 0
0, 0
4351, 39
4, 0
-26472, -26472
0, 0
4, 0
4100, 1792
-15360, 9
6657, 0
4100, 39
0, 0
2500, 4096
4, 6038
2500, 0
0, 101
197, 0
0, 0
-25062, -15360
-976, 1785
75, 18432
260, 0
21878, 0
190, 0
-15164, 9
2308, -15601
0, 14560
196, 0
0, -15104
1040, 0
511, 10000
36, 0
-14079, -13879
4095, 551
0, 0
0, 0
10000, 0
-15259, -936
246, -19968
10000, 0
4293, 39
0, -15104
1, 0
2500, 2500
16, 0
0, 0
-15105, 9
30465, 4096
2500, 10000
-15360, 9
3249, 3084
12601, 14392
0, 256
-16368, 4
0, -15104
4305, 39
513, 0
0, 0
0, 0
6657, 0
4112, 0
32708, -32746
256, -15360
0, -15360
0, 0
0, 12800
2500, 0
-29705, -3797
21878, 0
13056, 13107
0, 0
25957, 25957
256, 0
101, 4
513, 0
0, 0
0, 0
0, 0
168, 4
1025, 0
-16010, 0
4, 8
4260, 39
0, 256
-6395, 77
2500, 0
8216, -15164
4, 0
0, 0
39, -25874
29636, 452
0, 0
260, 12339
0, 0
0, 0
0, 0
-16368, 0
-240, -256
-12032, 39
-24832, -24673
1048, 4
14336, 0
-15168, 9
0, 256
1040, 0
-24576, 0
255, 0
0, 256
196, 0
-240, -1
1, 0
4096, 37
2500, 0
0, 255
256, 256
101, 0
0, 0
4, 0
0, 0
0, 0
2500, 0
0, -28757
-60, 257
513, 0
0, 255
17920, -28664
0, 2500
12589, 10000
10000, 0
2500, 0
357, 0
0, 0
196, 296
4100, 2048
4, 0
4242, 39
192, 0
257, 0
118, 0
0, 0
257, 0
0, 1
255, -1793
10000, 2500
0, 2500
-240, -2
0, 2500
4, 0
10223, 0
1, 0
252, 255
-6819, 18661
0, 68
-240, 1279
10000, 0
6910, 0
4096, 39
2500, 2
10000, -768
3000, 0
260, 24924
239, 0
15045, 14906
-16368, 0
10000, 0
-29414, -29299
0, 0
10000, 0
0, 0
2500, 0
0, 100
16, 0
59, 0
238, 0
-23548, 255
0, 4096
4305, 39
12599, 10000
4100, 2048
4096, 39
8216, -15164
210, 1024
0, 0
0, 0
100, 4
0, 0
-15164, 265
4, 0
-9728, -15360
100, 0
5, 4
-16368, 0
-4348, 2048
27757, 28013
0, 0
20480, 4
0, 28049
10000, 0
28672, 2500
4293, 4112
4100, 2048
25728, 0
1025, 0
0, 2500
21878, 0
0, 0
29952, -20047
64, 0
6196, 0
72, 255
17219, 17219
8216, 0
2500, 2500
4096, 39
-18855, -13052
1024, 0
100, 0
21878, 0
13060, 14131
255, 0
5968, 23669
0, 255
1, -27392
4305, 39
-1, 0
-25062, 6679
10000, 0
10754, 10000
0, 0
4097, 39
-15360, 9
0, 0
452, 13056
4097, 39
2500, 13056
0, 0
25700, 0
250, 0
4293, 39
254, 1
2756, 2500
-15164, 265
4096, 39
12288, 12336
29184, 5714
16, 0
102, -256
0, 0
0, 10000
-240, -2
16, 0
-18539, -11645
10000, 0
10000, 0
23552, 0
14649, 14649
-2571, -15350
100, 0
25636, 1280
-4938, 7898
0, -6400
2500, 2500
-240, -1
4100, 2048
1, -15360
0, 0
1026, 0
-12848, 10000
133, 0
13, 0
0, 0
0, 0
4100, 2303
295, 1
-15315, -15351
8686, 255
1040, 0
0, 0
-5616, 4
1, 0
2500, 2500
4096, 39
102, -256
4096, 5715
12595, 14649
10000, 0
0, 0
-1733, -1543
21878, 32191
256, 0
0, 128
511, 0
0, 1024
1, 0
4305, 39
-25062, -15360
25958, -256
2756, 100
100, 0
4, 27475
39, 0
100, 0
0, 0
0, 0
-29680, 2500
0, 0
-15164, -15351
254, 0
0, -15104
4305, 39
29952, -20047
256, 0
4137, -14158
2500, 0
17152, 0
1, 0
0, 256
16, 0
0, 0
11536, 12084
0, 0
0, 0
4096, 39
5, 0
2502, 0
102, -256
-15359, 9
255, 0
36, 39
4096, 39
16384, 0
4453, 0
0, 0
0, 0
0, 256
25604, 0
10, 100
100, 12
13357, 13881
0, 0
0, -700
13312, 12339
26048, 126
4096, 39
5, 0
2500, 0
4, 0
-1029, 10000
6657, 0
241, 0
0, 0
0, 0
0, 0
257, -15360
13312, 3284
1, 0
11716, 12593
0, 1024
8216, 0
4305, 39
16, 0
-15164, 265
102, -256
0, 0
100, 30976
8216, -15164
27569, -15252
100, 2500
-6940, -6940
0, 0
255, 0
0, 0
0, -29043
2564, 1220
5, 0
4305, -28645
29952, -20047
8216, -15164
0, 0
374, 0
-13185, 12900
256, 0
9412, 9252
0, 0
15761, -22265
-240, -2
4, 12800
14180, 1
257, 8192
118, 0
-1800, 0
1, 0
25647, 0
0, 2500
4293, 39
196, 0
-9105, -9343
0, 13328
-2927, -2097
0, -15360
196, -1285
30326, 30326
11552, 11565
357, -25916
0, 256
1, 0
6657, 0
10000, 0
10000, 0
0, 0
12589, 0
4, 0
1, 0
144, 0
20997, 0
513, 0
10000, 0
-5291, 14700
4, 0
0, 256
0, -22617
45, 0
10000, 10000
10000, 0
68, 0
20737, 20817
15934, 15934
256, -12700
5, 0
2756, 2500
357, 192
10000, 0
-15330, 1179
-2620, 0
1, 0
0, 0
8447, 8224
322, 0
25709, 53
-25062, -15360
1, 2500
3856, 0
0, 0
8, -23663
16, 192
101, 0
4, 4097
13312, 25186
0, 2500
0, 0
4293, 39
0, 0
2500, 2500
0, 0
1, -15351
0, 0
18372, 0
0, 0
