30809, 0, -1005, 4225330, 9, -119143671327599616
30809, 16402, -1005, 4225330, 9, -119143671327599616
30809, 16402, -1005, 4225330, 9, -119143671327599616
30809, 16402, -1005, 4225330, 9, -119143671327599616
30809, 16402, -1005, 4225330, 9, -119143671327599616
-5759, 0, 998, 4225330, 9, -119143671327599616
-5759, 7353, 998, 4225330, 9, -119143671327599616
-5759, 7353, 998, 4225330, 9, -119143671327599616
-5759, 7353, 998, 4225330, 9, -119143671327599616
-5759, 7353, 998, 4225330, 9, -119143671327599616
0, 0, 0, 4225330, 9, -119143671327599616
-29923, 30188, 0, 0, 0, 0
-29923, 30188, -20732, 20361, 0, 0
-29923, 30188, -20732, 20361, -25149, 0
-29923, 30188, -20732, 20361, -25149, -1607
-29923, 30188, -20732, 20361, -25149, -1607
13254, -8035, 0, 0, 0, 0
13254, -8035, 1854, 964, 0, 0
13254, -8035, 1854, 964, -17785, 0
13254, -8035, 1854, 964, -17785, -24027
13254, -8035, 1854, 964, -17785, -24027
0, 0, 0, 0, 0, 0
