6384, -4575
6384, -4575
6384, -4575
6384, -4575
6384, -4575
819, -14525
819, -14525
819, -14525
819, -14525
819, -14525
0, 0
0, 0
0, 0
0, 0
0, 0
-24725, 30201
-24725, 30201
-24725, 30201
-24725, 30201
-24725, 30201
-25747, 3616
-25747, 3616
-25747, 3616
-25747, 3616
-25747, 3616
0, 0
0, 0
0, 0
0, 0
0, 0
40, 0
19275, 19275
26166, 0
1, 10240
-2365, 0
0, 2048
-15360, 0
10000, -15360
1, 1
10290, 0
256, 958
2500, 0
10223, 0
10223, 0
11627, 13879
0, 0
-6368, -6169
0, 196
3628, 0
-5079, 1
2500, 0
0, 0
2500, 1
3628, 0
0, 10240
0, 0
2500, 0
10000, -256
14207, 10353
2500, -29696
0, 0
-15273, 2500
10000, 40
0, 0
16, 4351
0, 0
16, 0
16, 4351
256, 958
-1, 0
1, 0
40, 0
-15344, 9
21020, 2500
16, -23297
26166, 0
0, 1
255, 0
24980, 23403
0, -15360
0, 0
255, -29486
0, 0
257, 0
0, -29813
50, 255
110, 10240
-23040, -515
1, 27119
16, 4335
2500, 255
0, -26368
272, 10251
26863, 254
26313, 0
0, 0
1, 40
10000, 0
32, 0
0, 196
0, -29352
1, 0
0, 0
16, 14130
0, 0
1, 196
0, 10240
10290, 0
0, 0
40, 0
-18105, -25088
4149, 39
-24930, -24930
0, 0
54, 0
3628, 0
10000, 40
10290, 0
0, 0
495, 0
-4352, 0
-5912, -5912
0, -17799
14391, 13366
0, 0
4303, -256
1, 0
0, 0
27467, 75
16, 0
26166, 0
63, 10000
10000, 235
-256, 256
-24725, 10337
1, 0
-28120, 11645
40, 0
256, 958
19275, 19275
16424, 0
40, -14525
0, 0
13112, 13617
0, 0
0, 0
9728, 0
40, 0
-256, 1
13363, 14643
0, 1
819, -15346
0, -15360
31868, 31868
2500, 0
10000, 0
0, 0
0, 255
0, 0
4, -1
-6368, -6169
0, 0
10000, 0
-9767, -9767
148, 0
2500, 0
0, 0
14, 0
-11519, -17633
-130, -1
255, 4330
239, 4351
0, 0
12676, 12744
-472, 0
257, 0
16, 2500
10240, 0
0, 0
20736, -29871
0, 0
0, 40
-25747, 32
0, 0
10495, 0
0, 221
0, 0
10321, 0
484, 0
0, 0
5911, 5911
11, 0
13877, -11266
0, 0
-15359, 0
1, 0
1, 0
307, 0
0, 230
1, 0
819, 17219
2502, 0
4100, 4096
256, 0
0, 0
0, 0
7327, 256
0, 0
16075, 0
1792, 0
0, 0
57, 0
511, 0
19472, -28785
15, 0
6284, 10000
0, 0
40, 0
1, 0
22322, 14423
240, 0
2500, 0
24877, -18707
1, 0
0, 11051
0, 256
-4607, -1
255, 0
0, 0
0, 255
307, 0
249, 0
0, 0
0, 256
256, 0
2501, 0
-2230, 29787
51, -15360
819, 67
0, 0
45, 4096
1, 0
8960, 10240
0, -25747
40, 0
0, 0
1, 1
255, 256
4102, -15136
0, 256
0, 0
16, 0
10240, 0
10240, 0
3585, 0
0, 0
6384, -4575
1, 0
15, 0
-11063, 8
6159, 10240
14388, 0
15653, 15677
240, 10240
16, 0
0, 0
296, 13568
6191, -14832
255, 4096
0, 0
135, 12048
0, 1
257, 0
11, 0
0, 256
51, 0
31442, 2500
0, 0
51, 0
68, 40
818, 0
4864, 10000
-30606, 40
10000, 0
0, 0
4096, 4
268, 0
-515, -515
64, 0
10280, 10280
0, 0
0, 0
0, 0
5632, 0
0, 0
0, -15164
0, -29813
255, 126
11520, 12337
0, -30069
0, -29813
-29912, -22103
0, 0
1, 0
-1024, -29813
0, -29812
10000, 0
10000, 0
10000, 0
0, 0
4112, 4112
272, 0
10000, 0
10000, -12544
-2816, 0
1, 0
10000, 0
10000, 0
1, 0
4175, 39
10240, 0
-15360, 9
10240, 0
10240, 0
10240, 0
10240, 0
10240, 0
10240, 0
10240, 0
0, 0
16, 10000
11536, 14391
-14576, -30975
16, 4351
16, 4351
16, 4351
16, 4351
16, -22360
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 28100
1, 0
1, 0
1, 15964
1, 0
1, 0
1, 0
1, 0
0, 2048
0, 2048
0, 2048
0, 2048
0, 0
10000, -15360
10000, -15360
12351, 243
10000, -15360
0, 0
256, 958
256, 958
256, 958
256, 958
256, 958
2500, 0
2500, 0
2500, 0
2500, 0
2500, -23040
2500, 0
-6368, -6169
-6368, -6169
-6368, -6173
-6368, -6169
-6368, -6169
2500, -29696
2500, -29696
2500, -29696
2500, -29696
2500, -29696
0, -30069
0, -30069
0, -30069
24916, 220
