32140, 0, 0, 32337, 0, 165364400, 15, 64424509440
32140, 0, -7176, 32337, -1725, 165364400, 15, 64424509440
32140, 32245, -7176, 32337, -1725, 165364400, 15, 64424509440
32140, 32245, -7176, 32337, -1725, 165364400, 15, 64424509440
32140, 32245, -7176, 32337, -1725, 165364400, 15, 64424509440
-13829, 0, 0, -7924, 0, 165364400, 15, 64424509440
-13829, 0, -2553, -7924, -491, 165364400, 15, 64424509440
-13829, 124, -2553, -7924, -491, 165364400, 15, 64424509440
-13829, 124, -2553, -7924, -491, 165364400, 15, 64424509440
-13829, 124, -2553, -7924, -491, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
25185, 0, 0, 4603, 0, 165364400, 15, 64424509440
25185, 0, 29941, 4603, -13113, 165364400, 15, 64424509440
25185, 1039, 29941, 4603, -13113, 165364400, 15, 64424509440
25185, 1039, 29941, 4603, -13113, 165364400, 15, 64424509440
25185, 1039, 29941, 4603, -13113, 165364400, 15, 64424509440
-19749, 0, 0, 1894, 0, 165364400, 15, 64424509440
-19749, 0, 2927, 1894, -9093, 165364400, 15, 64424509440
-19749, -30338, 2927, 1894, -9093, 165364400, 15, 64424509440
-19749, -30338, 2927, 1894, -9093, 165364400, 15, 64424509440
-19749, -30338, 2927, 1894, -9093, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
383, 0, 0, 2, 0, 165364400, 15, 64424509440
0, 15934, 15934, 15872, 15934, 165364400, 15, 64424509440
31, -12041, 19084, 0, 26728, 165364400, 15, 64424509440
12, 4135, 1, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 16, 9984, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
100, 0, 1, 0, -256, 165364400, 15, 64424509440
1, 10239, 0, 0, 0, 165364400, 15, 64424509440
29478, 19550, -13083, -29108, -20373, 165364400, 15, 64424509440
0, 25606, 1536, 100, 0, 165364400, 15, 64424509440
32140, 0, 100, 20817, 20817, 165364400, 15, 64424509440
29478, 19550, -13111, -29108, -1173, 165364400, 15, 64424509440
0, -5141, -5141, -5376, -5141, 165364400, 15, 64424509440
0, -10668, 5159, 0, 0, 165364400, 15, 64424509440
11, 0, 0, 4096, 0, 165364400, 15, 64424509440
77, 1, 0, 0, 1, 165364400, 15, 64424509440
0, 16, 9984, 0, 0, 165364400, 15, 64424509440
0, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, -1, 256, -253, 165364400, 15, 64424509440
12544, 0, 0, -31944, 131, 165364400, 15, 64424509440
0, 0, 0, 256, 0, 165364400, 15, 64424509440
0, 0, 25600, 0, 0, 165364400, 15, 64424509440
0, 0, 1, 256, 0, 165364400, 15, 64424509440
219, 0, 0, 0, 0, 165364400, 15, 64424509440
257, 0, 100, 0, 0, 165364400, 15, 64424509440
100, 0, 0, 0, 0, 165364400, 15, 64424509440
0, 0, 16, 0, 9984, 165364400, 15, 64424509440
0, 0, 0, 0, 40, 165364400, 15, 64424509440
31441, 28597, 0, 0, 0, 0, 0, 0
31441, 28597, 4086, -1008, 0, 0, 0, 0
31441, 28597, 4086, -1008, -31502, -22269, -10427, 0
31441, 28597, 4086, -1008, -31502, -22269, -10427, 6153
31441, 28597, 4086, -1008, -31502, -22269, -10427, 6153
-24795, 18346, 0, 0, 0, 0, 0, 0
-24795, 18346, -7014, 18947, 0, 0, 0, 0
-24795, 18346, -7014, 18947, -12039, 15971, 32664, 0
-24795, 18346, -7014, 18947, -12039, 15971, 32664, -6794
-24795, 18346, -7014, 18947, -12039, 15971, 32664, -6794
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
-7602, -11496, 0, 0, 0, 0, 0, 0
-7602, -11496, 15635, -24030, 0, 0, 0, 0
-7602, -11496, 15635, -24030, -26036, 5964, 6582, 0
-7602, -11496, 15635, -24030, -26036, 5964, 6582, -26974
-7602, -11496, 15635, -24030, -26036, 5964, 6582, -26974
-27214, -871, 0, 0, 0, 0, 0, 0
-27214, -871, -6330, -730, 0, 0, 0, 0
-27214, -871, -6330, -730, -19915, 9341, -20397, 0
-27214, -871, -6330, -730, -19915, 9341, -20397, -23697
-27214, -871, -6330, -730, -19915, 9341, -20397, -23697
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 25855, 257, 0, 0, 0
