20953, 9, 4225330, 9, 0, -16068, 0, 0
20953, 9, 4225330, 9, -12646, -16068, -17236, 0
20953, 9, 4225330, 9, -12646, -16068, -17236, 4123
20953, 9, 4225330, 9, -12646, -16068, -17236, 4123
20953, 9, 4225330, 9, -12646, -16068, -17236, 4123
3791, 9, 4225330, 9, 0, 13874, 0, 0
-9030, 23517, 0, 0, 0, 0, 0, 0
-9030, 23517, -20154, 11448, 0, 0, 0, 0
-9030, 23517, -20154, 11448, -16100, -7338, -2035, 0
-9030, 23517, -20154, 11448, -16100, -7338, -2035, 16390
-9030, 23517, -20154, 11448, -16100, -7338, -2035, 16390
-12042, 8882, 0, 0, 0, 0, 0, 0
-12042, 8882, 25572, 23314, 0, 0, 0, 0
-12042, 8882, 25572, 23314, -32471, -10680, -25712, 0
-12042, 8882, 25572, 23314, -32471, -10680, -25712, 27880
-12042, 8882, 25572, 23314, -32471, -10680, -25712, 27880
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
-31020, -3109, 0, 0, 0, 0, 0, 0
-31020, -3109, -24584, 10900, 0, 0, 0, 0
-31020, -3109, -24584, 10900, 3179, 24706, 25319, 0
-31020, -3109, -24584, 10900, 3179, 24706, 25319, 14259
-31020, -3109, -24584, 10900, 3179, 24706, 25319, 14259
26115, 22945, 0, 0, 0, 0, 0, 0
26115, 22945, -12416, -25360, 0, 0, 0, 0
26115, 22945, -12416, -25360, -5262, 2605, -19171, 0
26115, 22945, -12416, -25360, -5262, 2605, -19171, 7682
26115, 22945, -12416, -25360, -5262, 2605, -19171, 7682
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
10000, 4096, 39, 0, 1, 0, 0, -2304
257, -23801, 110, 0, 0, 0, 0, 4096
272, 1, 0, 0, 0, 256, 0, 0
16, 10000, 0, 0, 0, 10000, 0, 0
28270, 28270, 28270, 28270, 28270, -15250, 9572, 19080
1, 11, 0, 0, 0, 0, 10000, 14136
11051, -6357, 487, 0, 0, 1, 0, 0
1, 1, 1, 0, 0, 0, 306, 0
24884, 14081, 1, 0, 0, -256, 1, 39
0, 0, 0, 9984, 0, 0, 256, 0
-1025, 0, 1, 0, 256, 0, 0, -2231
