-17594, 0, 9, 4225330, 9, 32682
-17594, -15232, 9, 4225330, 9, 32682
-17594, -15232, 9, 4225330, 9, 32682
-17594, -15232, 9, 4225330, 9, 32682
-17594, -15232, 9, 4225330, 9, 32682
-30816, 0, 9, 4225330, 9, 15173
-30816, 26272, 9, 4225330, 9, 15173
-30816, 26272, 9, 4225330, 9, 15173
-30816, 26272, 9, 4225330, 9, 15173
-30816, 26272, 9, 4225330, 9, 15173
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
-25826, 0, 9, 4225330, 9, 2542
-25826, -31537, 9, 4225330, 9, 2542
-25826, -31537, 9, 4225330, 9, 2542
-25826, -31537, 9, 4225330, 9, 2542
-25826, -31537, 9, 4225330, 9, 2542
-5579, 0, 9, 4225330, 9, -23895
-5579, 12983, 9, 4225330, 9, -23895
-5579, 12983, 9, 4225330, 9, -23895
-5579, 12983, 9, 4225330, 9, -23895
-5579, 12983, 9, 4225330, 9, -23895
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
256, 15182, 9, 4225330, 9, 10496
13252, 0, 9, 4225330, 9, 249
0, 0, 9, 4225330, 9, 1
-7968, -7968, 9, 4225330, 9, -7968
0, 0, 9, 4225330, 9, 0
14648, 256, 9, 4225330, 9, 56
-19657, 19092, 9, 4225330, 9, 15672
13252, 0, 9, 4225330, 9, 249
0, 0, 9, 4225330, 9, 256
-26139, 29850, 9, 4225330, 9, 22978
-22016, 21391, 9, 4225330, 9, -31946
-17594, 0, 9, 4225330, 9, -15190
0, 0, 9, 4225330, 9, 0
16, 0, 9, 4225330, 9, 256
0, 0, 9, 4225330, 9, 0
13252, 0, 9, 4225330, 9, 249
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 256
30517, 2773, 9, 4225330, 9, -21368
-5579, 1, 9, 4225330, 9, 1
14, 0, 9, 4225330, 9, 0
256, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
70, 0, 9, 4225330, 9, 256
0, 0, 9, 4225330, 9, 0
-17594, 0, 9, 4225330, 9, 0
1, 256, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
13621, 0, 9, 4225330, 9, 514
257, 256, 9, 4225330, 9, 256
0, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 256
14, 256, 9, 4225330, 9, 21417
13252, 31488, 9, 4225330, 9, 249
52, 0, 9, 4225330, 9, 0
-9629, 15889, 9, 4225330, 9, 15121
256, -7968, 9, 4225330, 9, 0
25600, 0, 9, 4225330, 9, 0
13621, 13621, 9, 4225330, 9, 13621
0, 0, 9, 4225330, 9, 0
100, 0, 9, 4225330, 9, 0
22784, 1, 9, 4225330, 9, 0
4112, 4112, 9, 4225330, 9, 4112
100, 0, 9, 4225330, 9, 1
32, 255, 9, 4225330, 9, 0
116, 2260, 9, 4225330, 9, 13291
25670, 0, 9, 4225330, 9, 0
0, 0, 9, 4225330, 9, 0
50, -256, 9, 4225330, 9, 256
0, 0, 9, 4225330, 9, 1
0, -249, 9, 4225330, 9, 0
0, 256, 9, 4225330, 9, 0
100, 0, 9, 4225330, 9, 0
20224, 20303, 9, 4225330, 9, 20303
-22016, 21391, 9, 4225330, 9, -31946
256, 21504, 9, 4225330, 9, 0
13252, 32767, 9, 4225330, 9, -1
0, 0, 9, 4225330, 9, 0
13621, 0, 9, 4225330, 9, 514
-27392, -27243, 9, 4225330, 9, -27243
256, 0, 9, 4225330, 9, 0
22232, 0, 9, 4225330, 9, -16490
255, -27026, 9, 4225330, 9, 23136
29952, -9253, 9, 4225330, 9, 0
4135, 18176, 9, 4225330, 9, 0
-17593, 255, 9, 4225330, 9, 426
-21111, -21303, 9, 4225330, 9, -2504
100, 0, 9, 4225330, 9, 1
255, -12947, 9, 4225330, 9, 11520
0, 25600, 9, 4225330, 9, 0
