32624, -7207, 0, 0
32624, -7207, -3220, 16622
32624, -7207, -3220, 16622
32624, -7207, -3220, 16622
32624, -7207, -3220, 16622
-1545, -8985, 0, 0
-1545, -8985, -9399, 1457
-1545, -8985, -9399, 1457
-1545, -8985, -9399, 1457
-1545, -8985, -9399, 1457
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
-20881, -12511, 0, 0
-20881, -12511, -30168, 19094
-20881, -12511, -30168, 19094
-20881, -12511, -30168, 19094
-20881, -12511, -30168, 19094
-18950, 2971, 0, 0
-18950, 2971, 23372, 20475
-18950, 2971, 23372, 20475
-18950, 2971, 23372, 20475
-18950, 2971, 23372, 20475
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
-15360, 2569, 0, 1
0, 0, 0, 0
38, 2500, 265, -15360
1, 0, 1, 0
11521, 12339, 12593, 12853
-15360, 9, 0, 0
-15360, 9, 0, 0
257, 0, 0, 1
-2129, 0, 1, 256
-6426, -6426, -6426, -6426
1, 0, 0, 0
-15360, 9, 0, 0
-3584, -3342, -3342, -3342
-15360, 771, 771, 771
0, 0, 256, -512
-17919, 0, 0, 0
15, 254, 0, 0
0, -256, 0, 2500
452, 0, 0, 0
-15359, -25801, 30965, -13228
2368, 256, 0, 0
196, -25916, -129, 8096
38, 2500, 265, -15360
0, 0, 256, 0
0, 2304, 13109, 13110
1, 0, 0, 0
159, -5632, -5398, -5398
22272, 12053, 256, 0
0, 196, 0, 0
0, 256, 256, 0
0, 256, 0, 0
4096, 0, -15360, 0
1, 0, 256, 255
0, 0, 0, 0
0, -9294, 0, 50
196, 0, 2304, 0
269, 0, 0, 0
-15164, 25609, 25700, 25700
0, 0, -4233, 0
0, 256, 0, 0
0, 2500, 4288, 5127
10999, 215, 256, 0
196, -25916, -129, 8096
13568, 14643, -19968, 14387
-11107, 6406, 19450, 3085
-1536, 1, 0, 256
0, 0, 2500, 0
-26880, -8011, -10528, 411
1, -20992, -27440, -25636
-15355, 1801, 0, 255
-9057, 7908, 0, 0
-9057, 7908, -27076, 0
-9057, 7908, -27076, 0
-9057, 7908, -27076, -23809
-9057, 7908, -27076, -23809
-19499, 3330, 0, 0
-19499, 3330, -11668, 0
-19499, 3330, -11668, 0
-19499, 3330, -11668, 20483
-19499, 3330, -11668, 20483
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
25143, -25218, 0, 0
25143, -25218, 18028, 0
