22138, 0, 9, 4225330, 9, 7816
22138, 25558, 9, 4225330, 9, 7816
22138, 25558, 9, 4225330, 9, 7816
22138, 25558, 9, 4225330, 9, 7816
22138, 25558, 9, 4225330, 9, 7816
-30137, 0, 9, 4225330, 9, 29339
-30137, 22753, 9, 4225330, 9, 29339
-30137, 22753, 9, 4225330, 9, 29339
-30137, 22753, 9, 4225330, 9, 29339
-30137, 22753, 9, 4225330, 9, 29339
0, 0, 9, 4225330, 9, 0
-14567, -2255, 0, 0, 0, 0
-14567, -2255, -18618, 8328, 0, 0
-14567, -2255, -18618, 8328, -30713, 0
-14567, -2255, -18618, 8328, -30713, 11012
-14567, -2255, -18618, 8328, -30713, 11012
-19989, 7552, 0, 0, 0, 0
-19989, 7552, -6204, 29335, 0, 0
-19989, 7552, -6204, 29335, -24809, 0
-19989, 7552, -6204, 29335, -24809, 14635
-19989, 7552, -6204, 29335, -24809, 14635
0, 0, 0, 0, 0, 0
