28015, 0, -21678, 0, 0
28015, 0, -21678, 8639, 11917
28015, 21808, -21678, 8639, 11917
28015, 21808, -21678, 8639, 11917
28015, 21808, -21678, 8639, 11917
22937, 0, -16184, 0, 0
22937, 0, -16184, 8367, -30152
22937, -631, -16184, 8367, -30152
22937, -631, -16184, 8367, -30152
22937, -631, -16184, 8367, -30152
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
23414, 0, 20147, 0, 0
23414, 0, 20147, 31366, 6014
23414, 15228, 20147, 31366, 6014
23414, 15228, 20147, 31366, 6014
23414, 15228, 20147, 31366, 6014
16028, 0, -349, 0, 0
16028, 0, -349, 3312, 7751
16028, -1423, -349, 3312, 7751
16028, -1423, -349, 3312, 7751
16028, -1423, -349, 3312, 7751
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
1, 25616, 0, 13101, 9984
0, 25596, 0, 356, -16384
0, 0, 0, 0, 0
100, 0, 0, 0, 0
0, 0, 0, 4096, 0
21902, -25324, 0, 0, 0
21902, -25324, 12139, -6485, 0
21902, -25324, 12139, -6485, 0
21902, -25324, 12139, -6485, 10562
21902, -25324, 12139, -6485, 10562
25172, -21955, 0, 0, 0
25172, -21955, 18900, 14176, 0
25172, -21955, 18900, 14176, 0
25172, -21955, 18900, 14176, 15680
25172, -21955, 18900, 14176, 15680
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
-31371, -26490, 0, 0, 0
-31371, -26490, 14899, -27177, 0
-31371, -26490, 14899, -27177, 0
-31371, -26490, 14899, -27177, -366
-31371, -26490, 14899, -27177, -366
-11523, -17436, 0, 0, 0
-11523, -17436, 2972, -23762, 0
-11523, -17436, 2972, -23762, 0
-11523, -17436, 2972, -23762, 13856
-11523, -17436, 2972, -23762, 13856
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
21902, -1029, 0, 0, -1029
31465, -712, -14541, 2557, -6694
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, -7968, -7968, -7968
0, 0, 11520, 12337, -18805
0, 0, 0, 0, 1
0, 0, -3584, 242, 22873
0, 1808, 0, 0, 0
