3767, 0, 25830
3767, 384, 25830
3767, 384, 25830
3767, 384, 25830
3767, 384, 25830
31991, 0, -17191
31991, 7909, -17191
31991, 7909, -17191
31991, 7909, -17191
31991, 7909, -17191
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
-12187, 0, 6993
-12187, -14030, 6993
-12187, -14030, 6993
-12187, -14030, 6993
-12187, -14030, 6993
4525, 0, 30662
4525, 27801, 30662
4525, 27801, 30662
4525, 27801, 30662
4525, 27801, 30662
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
4096, 0, 39
0, 10000, 256
196, 0, 0
511, 0, 2500
10000, 0, 0
0, 43, 25600
257, -31232, 0
196, 0, 0
16, 0, 0
16, 1, 0
1, 0, 0
10000, 0, 2500
16, 0, 0
-10001, -256, 460
5549, 10000, 0
23644, 0, 0
4096, 0, 39
-2571, -2571, -2571
-20832, 24221, 0
-20832, 24221, 0
-20832, 24221, 0
-20832, 24221, 23318
-20832, 24221, 23318
11712, 4921, 0
11712, 4921, 0
11712, 4921, 0
11712, 4921, 15551
11712, 4921, 15551
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
24040, -6041, 0
24040, -6041, 0
24040, -6041, 0
24040, -6041, -23556
24040, -6041, -23556
17558, 19062, 0
17558, 19062, 0
17558, 19062, 0
17558, 19062, -7670
17558, 19062, -7670
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
100, 1, 25600
100, 11051, 14336
-16933, -19, 12079
25700, 0, 0
25700, 0, 0
100, 100, 0
100, 11051, 14336
356, 0, 9984
-9575, 4994, 10372
11520, 14633, 14645
1, 0, 0
6656, 9984, 0
0, 0, 0
100, 0, 11051
17152, 0, -17152
356, 0, 0
256, -15360, 13880
100, 0, 0
256, 256, 0
100, 0, -4370
0, 208, 0
100, 1, 25600
1, 100, 291
25649, -256, 16
-1720, 255, 19200
25600, -16640, -16449
30464, 28949, 29041
26038, 256, 0
0, 0, 0
0, 0, 0
25700, 0, 16
1, 0, -7711
-13218, 6156, 13668
-462, 100, 17186
100, 100, 0
100, -15360, 6168
0, 0, 0
488, 0, 0
-2400, 0, 4044
12594, 0, 0
-26215, -26214, -31101
100, 0, 1
-256, 1, 0
100, 0, 25282
0, 452, 0
-15235, 9, 125
25360, 2550, 4096
257, 0, 0
0, 256, 5654
158, 1, -15359
356, 0, 9984
160, 32125, 32125
13366, 52, 0
-28572, -28528, 0
0, 33, 0
25601, 0, 26243
-256, 0, 0
213, 256, 0
-15260, 9, 0
2500, 0, 5654
1, 0, 14801
11520, 0, -19701
445, -15360, 0
-1720, 255, -3328
0, 256, -132
1, 0, -30327
118, 100, 0
100, 0, 0
19152, 314, 0
0, 256, 26728
0, 2500, 11051
0, 256, 5654
-15200, -15351, 26728
100, -10315, -25958
5, 100, 0
-19128, -7, -14162
0, 0, 25957
256, 0, 0
-30309, -15223, 0
100, 0, 2500
7108, 0, 0
0, 0, -24064
22784, 459, 0
100, 11051, 7196
1024, 140, 52
0, -2057, 1
100, 0, -24352
0, 0, 13364
23667, -7680, 0
2500, 11663, 0
0, 0, 0
-16933, -19, 0
3840, 4096, 0
0, 0, 0
100, 100, 0
1, 0, 0
-767, 12642, -7936
100, 1, 196
0, -32768, 0
0, 256, 14649
0, 256, -15360
10000, 1, 0
0, 256, 26728
10000, 0, 6168
0, 0, 9984
5989, 25399, 27588
128, 0, 0
0, 0, 2500
2500, 4096, 0
25360, -20292, 31237
256, -15360, -11823
10000, 0, 4115
256, 0, 0
0, 11520, 26214
-15360, 9, 0
100, 11051, 0
0, 0, 452
2501, 2500, 0
1, 0, -14136
100, 0, 19646
25360, 2550, 29812
356, 0, 25600
-15315, 4145, 0
0, 0, 5654
1, 0, 0
4096, 39, 0
100, 11051, 0
2304, 197, 0
