11754, 0, -18384, 4225330, 9, 4175988518083919104
11754, -6403, -18384, 4225330, 9, 4175988518083919104
11754, -6403, -18384, 4225330, 9, 4175988518083919104
11754, -6403, -18384, 4225330, 9, 4175988518083919104
11754, -6403, -18384, 4225330, 9, 4175988518083919104
-10204, 0, 19203, 4225330, 9, 4175988518083919104
-10204, 28057, 19203, 4225330, 9, 4175988518083919104
-10204, 28057, 19203, 4225330, 9, 4175988518083919104
-10204, 28057, 19203, 4225330, 9, 4175988518083919104
-10204, 28057, 19203, 4225330, 9, 4175988518083919104
0, 0, 0, 4225330, 9, 4175988518083919104
21564, -9608, 0, 0, 0, 0
21564, -9608, 2557, -7770, 0, 0
21564, -9608, 2557, -7770, -30972, 0
21564, -9608, 2557, -7770, -30972, -24775
21564, -9608, 2557, -7770, -30972, -24775
31429, 16153, 0, 0, 0, 0
31429, 16153, -12239, 25917, 0, 0
31429, 16153, -12239, 25917, 13498, 0
31429, 16153, -12239, 25917, 13498, -648
31429, 16153, -12239, 25917, 13498, -648
0, 0, 0, 0, 0, 0
