-25881, -31883, 0, 0
-25881, -31883, -27110, 25138
-25881, -31883, -27110, 25138
-25881, -31883, -27110, 25138
-25881, -31883, -27110, 25138
6451, 32354, 0, 0
6451, 32354, 1188, 28976
6451, 32354, 1188, 28976
6451, 32354, 1188, 28976
6451, 32354, 1188, 28976
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
19811, -24269, 0, 0
19811, -24269, 27034, -12956
19811, -24269, 27034, -12956
19811, -24269, 27034, -12956
19811, -24269, 27034, -12956
21410, -32711, 0, 0
21410, -32711, 16502, 28576
21410, -32711, 16502, 28576
21410, -32711, 16502, 28576
21410, -32711, 16502, 28576
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
2532, -15164, -31999, -6224
514, 514, 514, 514
0, 0, 0, 25604
-1022, 2, 11520, 13623
1, 15112, 160, 536
1, 256, -25444, 0
-16954, -13183, 219, 2500
876, 256, 0, 0
512, -27708, 1, 0
175, 0, 0, 2304
-256, -512, 29954, 131
-15782, -12287, 176, 1
512, 0, 0, -3328
19811, 2500, 0, -9788
2, 1, -15360, -15351
0, 0, 0, 768
512, -27708, 1, 0
174, 0, 0, 2304
0, 0, 0, 768
-15176, 9, 0, -13610
-60, -21504, 226, 0
8738, 2506, 0, -20561
307, 2500, 0, -15360
1, 15112, 160, 536
6656, 19714, 8, 0
19811, 2500, 0, 0
2, 0, 0, -15360
0, 0, 256, 0
2, -22783, 512, 0
0, 0, 0, 0
0, 0, 1, 0
29995, 54, 0, 0
-17393, -1985, 2500, 0
0, 0, 0, 512
0, 256, 378, 0
19811, 2500, 0, -9788
2500, 2500, 0, 0
1, 512, 2500, 0
0, 0, 2, 0
0, 0, 0, -15351
255, 0, 0, 1
-29696, 10144, -10014, -11498
1, 13362, 14389, 12595
1, 0, 0, 0
-15360, 9, 0, 0
11175, -256, 0, 0
231, 0, 0, 2304
0, 0, 100, -1536
-15824, 329, 0, 0
0, 0, 0, 0
1, 0, 0, 0
256, -15360, 9, 0
6451, 28414, 11520, 12597
196, -19200, 72, 0
12992, 0, 0, 0
231, 78, 0, 512
0, 0, 0, 0
98, 0, 0, 0
0, -26880, 0, 0
2, 2500, 0, 0
30464, 106, 0, 0
-1022, 2, 11520, 13623
514, 514, 514, 514
0, 0, 14592, 14384
1, 15112, 160, 2500
-26372, -26472, -26472, -26472
0, 0, 1, 2500
179, 0, 0, 2304
1, -18944, -25599, 156
0, 0, 256, 768
0, 0, 0, 25600
0, 0, 2, 0
0, 0, 0, -30711
196, 0, 0, 0
5911, 2500, 0, 0
0, 2, 0, 0
767, 768, 64, 2500
0, 0, 2, 0
19563, 30088, 2520, 18439
1, 0, 0, 0
46, 1, 12597, 1
-15164, 9, 0, 0
1, -9488, 14759, 8401
2500, 0, 1, 0
0, 0, 0, 0
9766, 9766, 9766, 0
0, 0, 10000, 0
0, 2, 0, -25495
512, -27708, 1, 0
-26372, -26472, -26472, 30872
0, 0, 0, 0
0, 0, 1, -30575
228, 0, 0, 2304
1, 0, 0, 0
-26624, 232, 0, 0
-18197, -2910, 513, 514
0, 256, 1282, 0
0, 0, 0, 512
0, 10000, -15360, 0
10000, 0, 0, 0
611, 0, 0, 0
513, 0, -2048, 29041
1, 24832, -32398, 13027
6944, -11155, 0, 0
6944, -11155, 1439, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 16160
0, 0, 0, 16160
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, -22133
0, 0, 0, -22133
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, -1832
0, 0, 0, -1832
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 3479
0, 0, 0, 3479
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 31354
16983, -2057, -2057, -2057
-9643, 19762, 0, 0
-8674, -9643, 0, 0
9509, 9509, 9509, 0
