22466, 9, 4225330, 9, -1295, 0, 0
22466, 9, 4225330, 9, -1295, -25980, -27202
22466, 9, 4225330, 9, -1295, -25980, -27202
22466, 9, 4225330, 9, -1295, -25980, -27202
22466, 9, 4225330, 9, -1295, -25980, -27202
3084, 9, 4225330, 9, 18041, 0, 0
3084, 9, 4225330, 9, 18041, -32245, 5237
14066, 2177, 0, 0, 0, 0, 0
14066, 2177, 9338, -30883, 0, 0, 0
14066, 2177, 9338, -30883, -14063, 13440, 0
14066, 2177, 9338, -30883, -14063, 13440, -21532
14066, 2177, 9338, -30883, -14063, 13440, -21532
2459, 2299, 0, 0, 0, 0, 0
2459, 2299, -27043, -7531, 0, 0, 0
2459, 2299, -27043, -7531, 23766, 1522, 0
2459, 2299, -27043, -7531, 23766, 1522, -15646
2459, 2299, -27043, -7531, 23766, 1522, -15646
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
13038, -2269, 0, 0, 0, 0, 0
13038, -2269, -17816, 9053, 0, 0, 0
13038, -2269, -17816, 9053, -13003, -28695, 0
13038, -2269, -17816, 9053, -13003, -28695, -20266
13038, -2269, -17816, 9053, -13003, -28695, -20266
31983, -14827, 0, 0, 0, 0, 0
31983, -14827, -11827, 512, 0, 0, 0
31983, -14827, -11827, 512, 2543, -25670, 0
31983, -14827, -11827, 512, 2543, -25670, -3740
31983, -14827, -11827, 512, 2543, -25670, -3740
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0
0, 0, 0, 2304, 196, 0, 11520
17, 0, 0, 2304, -13884, 13440, 9
2500, 0, 0, 0, 0, -15351, 0
2459, 19456, 19532, 19532, 19532, 19532, 0
100, 0, 25600, 0, 0, 0, 0
2459, 19456, 332, 0, 19456, 19532, 0
-12443, 13691, 20107, -6692, 0, 0, 5
1, 0, 0, 0, 0, 256, 256
12845, 13620, 13109, -3787, -32458, 0, 0
17, 0, 0, 13107, 13874, 13619, 0
22143, -27590, -15360, 9, 1, 25700, 25700
0, 0, 0, 0, 25609, 0, 13364
0, 256, 0, 0, -17408, -17220, -17220
101, 0, 0, -15496, 26775, -26564, 0
356, 31232, 23844, 4487, -32567, 24372, 0
2459, 2299, 3933, -27242, -10526, -3492, 0
14066, 0, 256, -1, -1, -1, 13357
1, 0, 11008, 11051, 11051, 11052, 11051
0, 256, 0, 0, 0, 2304, 1542
25600, 0, 0, 0, 0, -15351, 0
2500, 0, 0, 0, 0, 9, 0
26730, -22422, 1858, 23159, -14136, -14136, -14136
0, 0, 0, 2304, 196, 0, 11520
32512, 0, 0, 0, 0, 2304, 32612
100, 0, 0, 0, 0, 100, 0
196, 0, 257, 256, 0, -13824, 256
1, 1, -15360, 9, 0, 0, 0
452, 0, 0, 0, 0, 9, 0
11665, 1, 0, 12852, -30671, 5849, 0
