4168, 21048, 0
4168, 21048, 25947
4168, 21048, 25947
4168, 21048, 25947
4168, 21048, 25947
30470, -22308, 0
30470, -22308, 19989
30470, -22308, 19989
30470, -22308, 19989
30470, -22308, 19989
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
15185, -473, 0
15185, -473, -24676
15185, -473, -24676
15185, -473, -24676
15185, -473, -24676
-18590, 27544, 0
-18590, 27544, 23588
-18590, 27544, 23588
-18590, 27544, 23588
-18590, 27544, 23588
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 256, 0
10000, -22784, -15348
1476, 1, 0
2500, 0, 0
0, 256, 0
1476, 1, 0
-28613, 0, 0
-21248, 1536, -9097
162, -15360, 9
4103, 295, 0
24355, 13309, 13107
-21248, 1, 0
80, 1, 0
256, 0, 0
256, 25178, -15360
0, 1, 0
0, 13613, 14642
0, 511, 0
-32752, 0, 0
1476, -32572, 3389
0, -15177, 0
1, 0, 0
12288, 12336, 12336
24355, 13309, 13107
0, 1, 0
-14848, 9, 10137
1, -15360, 2570
-18846, 27544, -32000
-21248, 1, 0
163, 0, -1791
0, 0, 0
12596, 250, 0
2363, 126, 13869
0, 0, 0
0, -19457, 179
12846, 14642, 0
2500, 0, 11520
1, 256, 4247
0, 1, 0
1476, 1, 0
-21248, 1, 0
16, 0, 0
-6932, -4352, 3959
-24058, 39, 0
256, 0, 0
0, 0, 0
0, -11520, 3
4103, 295, 0
2500, -256, 39
22392, 22359, 22359
-21248, 1, 1
-21248, 197, 0
-15360, 9, 256
2500, 0, 14276
0, 0, 0
-32506, -31292, 10000
-12852, 204, 196
10000, -22784, -15348
12288, 12336, 12336
9216, 2500, 0
-163, -7711, -7711
1, 0, 0
-21248, 1, 0
0, 0, 0
24320, -8197, 10236
14336, 4230, 39
31653, 0, 0
256, 25178, -15360
10000, -22784, -12532
24355, 13309, 13107
0, -256, -20736
26624, 16645, -26464
0, 0, 0
2500, 255, 2500
0, 511, 0
-5120, -256, 0
0, 0, 1
4096, 39, 0
0, 0, 0
4096, 39, 0
0, -26215, -26215
4096, 39, 0
8830, 70, 0
10000, 0, 0
0, 0, 0
-21248, 1, 0
-21248, 197, 0
0, 1, 0
0, 10000, 0
2500, 0, 0
0, 0, 0
0, 0, 256
0, 0, 0
421, 13072, 13617
0, 256, 0
2500, 0, 0
0, 0, -4096
4096, 39, 0
1, 0, 256
10000, 13551, 10000
30466, -22308, 10000
0, 12845, 13361
-15360, 9, 2500
120, 0, 22273
24355, 13309, 13107
0, 0, 0
-28961, 0, 0
1476, -32572, 3389
256, 10000, 0
15354, 24321, 151
4101, 39, 23632
328, 257, 257
-27797, 166, 0
11618, 49, 0
199, 2304, 59
186, 6400, 0
25443, 0, 0
128, 0, 0
-18846, 27544, -32000
0, 0, 0
26794, 0, 256
0, 6657, 21242
0, 4096, 39
464, 13056, 0
0, 13824, 13878
4096, 39, 0
8830, 70, 0
6, 255, 0
4096, 0, 0
11520, 13364, -15307
0, 256, 0
0, 0, 256
97, 0, 0
0, 0, 0
10000, 0, 0
-18652, 27032, 108
256, 0, 0
1476, -32572, 3389
-25856, 149, 5376
10000, 0, 0
0, 256, 0
0, 256, 8224
10000, 0, 0
0, -26215, -26215
8, 129, 0
0, 511, 0
0, 0, 0
4292, 39, 0
2500, 0, 0
1476, 1, 0
-26580, 59, 0
-25328, 0, 256
2500, 0, 255
8830, 70, 0
0, 0, 0
0, 0, 131
-19772, -4848, 10062
0, 12589, 14647
0, 256, 1
11947, -29151, 11438
0, 0, 0
10000, 14381, -28456
0, 0, -15360
11726, 49, 0
24355, 13309, 13107
2500, 0, 0
-28961, 0, 0
-15315, 9, 0
0, 0, 0
0, 0, 0
69, 0, 0
10000, 18944, 19125
4292, -6186, -29311
0, 0, 0
12596, 16634, 0
0, 8192, -13823
0, 0, 0
0, 0, 0
2500, 0, 0
0, 1, 0
0, 0, 0
11618, 49, 0
0, 0, 256
0, 0, 0
20429, 27687, -15360
256, 25178, -15360
0, 256, 256
4103, 295, 0
160, 0, 0
-15360, 0, 21349
98, 0, -18687
-18590, 27544, 36
0, 0, 2500
0, 0, 256
1, 0, 0
0, 0, 0
-25856, 1, 0
4168, 39, 0
24355, -3331, 29861
4096, 39, 0
-15518, -967, 31760
4097, 39, 0
0, 0, 0
0, 0, 0
0, 256, 1
-12337, -12337, -12337
6, 0, 0
7, 1792, 0
255, 0, 0
0, 256, 12853
0, 256, 36
98, 0, 0
0, 4096, 39
13623, 14385, 310
23552, 14381, 14389
10000, 0, 0
10000, 2500, -15360
10000, 0, 0
4096, 39, 0
0, -26266, 0
256, 25441, -15360
24355, 13565, 0
-22272, 120, -3241
0, 0, 256
10000, -22784, -15348
0, 0, 1
13357, 3341, -11823
8192, 25011, -19471
2500, 2, 0
0, 0, 0
-256, 9984, 0
0, 256, 25
0, 32256, 255
0, 0, 256
6, 0, 0
16, 0, 0
103, 0, 256
10000, 0, 0
-18590, 0, 0
-29366, 0, 0
110, -23552, 129
0, 0, 0
2500, 13112, 0
32, 0, 0
98, 0, 0
-18590, 31040, -32730
-21248, 0, 0
10692, 0, 0
255, 0, 0
0, 0, 0
8, 92, 0
-28961, 22272, 22359
-15344, 9, 0
10000, 0, 0
-4864, 12800, 12850
12596, 250, 0
12288, 12336, 12336
10000, 286, 0
98, 0, 0
-18589, -26242, -26343
1, 4096, 39
4096, 9984, 0
20241, 20303, 1
0, -2816, 61
0, 0, 0
0, 0, 0
256, 61, 0
11, 0, 257
0, 255, 4112
12596, 250, 0
