-21402, -16117, 0, 0, 0
-21402, -16117, -204, 0, -12173
-21402, -16117, -204, 24190, -12173
-21402, -16117, -204, 24190, -12173
-21402, -16117, -204, 24190, -12173
9438, -31028, 0, 0, 0
9438, -31028, 10335, 0, 31371
9438, -31028, 10335, 9204, 31371
9438, -31028, 10335, 9204, 31371
9438, -31028, 10335, 9204, 31371
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
-15252, -22895, 0, 0, 0
-15252, -22895, 16036, 0, 19790
-15252, -22895, 16036, 31877, 19790
-15252, -22895, 16036, 31877, 19790
-15252, -22895, 16036, 31877, 19790
-32482, -14168, 0, 0, 0
-32482, -14168, 15953, 0, -20928
-32482, -14168, 15953, 24037, -20928
-32482, -14168, 15953, 24037, -20928
-32482, -14168, 15953, 24037, -20928
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
2, 0, 256, 256, 0
0, 0, 256, 256, 0
1, 16386, 256, 0, 0
0, 512, 0, 0, 0
3, 0, 0, 254, 1
1, 1, 0, 0, 0
1, 512, 0, 0, 22272
9438, 460, 0, 0, 1
20244, -16185, 0, 0, 0
20244, -16185, -8797, 0, 3054
20244, -16185, -8797, -9362, 3054
20244, -16185, -8797, -9362, 3054
20244, -16185, -8797, -9362, 3054
-12678, -16841, 0, 0, 0
-12678, -16841, -9423, 0, 14217
-12678, -16841, -9423, -14005, 14217
-12678, -16841, -9423, -14005, 14217
-12678, -16841, -9423, -14005, 14217
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
-30778, -9343, 0, 0, 0
-30778, -9343, 22993, 0, -15233
-30778, -9343, 22993, -29860, -15233
-30778, -9343, 22993, -29860, -15233
-30778, -9343, 22993, -29860, -15233
17277, 20507, 0, 0, 0
17277, 20507, 23552, 0, 20354
17277, 20507, 23552, 15671, 20354
17277, 20507, 23552, 15671, 20354
17277, 20507, 23552, 15671, 20354
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
257, 513, -9253, -9253, 0
100, 0, 1, 0, 0
0, 0, 0, 0, 0
25854, 0, 0, 0, 0
4112, 39, 0, 512, 255
256, 100, 256, 0, 100
0, 10000, 0, 256, 0
100, 27920, 0, 2048, 552
-256, 256, 0, 0, 0
20, 99, 0, 0, 0
-22270, -13170, 0, 253, 2
0, 256, 0, 100, 0
28381, 1076, 256, 256, 0
10000, 14217, 10000, 0, 10000
2, 0, 10000, 0, 528
0, 512, 0, 0, 0
10000, 0, 0, 0, 0
0, 512, 0, 512, -15529
1870, 0, 8, 0, 0
256, 0, 256, 25759, 256
4311, 2, 256, 0, 0
4112, 39, 0, -29696, 10000
612, 512, -32255, -24596, 0
10000, 13, 0, 0, 256
0, 256, 100, 2, 2
-20873, 0, 0, 25600, 512
256, 0, 1280, 39, 0
0, 0, 256, 0, 0
767, 0, 100, 2, -768
256, 0, 0, 0, 0
14352, -22617, -22617, -22617, -22617
122, 0, 25600, 0, 0
257, 0, -9253, -9253, 512
100, 4096, 0, 0, 25383
4258, 0, 0, 25600, 0
256, 0, 1, -4200, 0
10000, 14217, 10000, 0, 10000
1, 25616, 0, 2, 6936
-12594, -12594, -12594, -12594, -12594
10000, 14217, 14390, 55, 10256
1, 0, 0, 0, 100
12, 0, 0, 0, 1
513, 2, 1, 0, 0
10000, 14217, 10000, 0, 10000
100, 0, 0, 512, 0
22058, 0, 0, 10084, 256
-6669, 3859, -9390, -2937, -14564
10000, 0, 0, 0, 100
16, 0, 0, 0, 0
100, 0, 0, 0, 0
32, 0, 0, 0, 0
4096, 295, 0, 0, 0
12473, 52, 258, 0, 0
-22428, 10900, -12669, 12820, 10489
11520, 11565, 0, 0, 11565
25616, 25700, 25700, 25700, 25700
280, 256, 256, -21504, 0
10023, 10023, -28271, -28271, -28271
-13321, 26880, 0, 256, -15
10000, -5239, -5141, -5141, -5141
24508, 25601, 512, 0, 0
2, 0, 100, 0, 0
512, 18373, 18247, 25671, 18247
25601, 0, 100, 0, 0
16, 0, 0, 22166, 0
2, 0, 649, 0, 10000
-21759, 1, -7422, 522, 0
1, 0, 0, 21588, 0
10256, 0, 0, 4135, 0
4112, 2, -30984, 267, 0
4096, 14286, 0, 0, 1319
87, 0, 0, 0, 2
0, 512, 0, 0, 10256
0, 4096, -32392, -9631, 39
0, 0, 256, 0, 0
1, 12800, -25600, 18409, 14393
10256, 0, -256, 100, 0
4112, 551, 0, 704, 0
13357, 12340, 0, 48, 1
0, 256, 0, 0, 612
100, 0, 0, 0, 0
10256, 0, 0, 10000, 0
10123, 0, 0, 0, 256
10000, 255, -28401, 25600, 0
4218, 10023, -19790, -19790, 10023
1, 0, 0, 512, 10256
2, 0, 0, 9985, 16
0, -28060, -28014, -28014, -28014
513, 0, -293, 29532, 32512
16, 0, 0, 4135, 1
100, 0, 0, 0, 0
12599, 2, 12338, 13104, 0
101, 0, 0, 0, 512
100, 20244, -32184, 15, 199
93, 0, 9984, 13328, 0
10000, -25856, -24858, -31933, 12032
10256, 0, 0, 0, 2560
2, 0, 0, 2, 0
0, 512, -1800, 2, 256
100, -25856, 0, 0, 767
29579, -29175, 24929, 24929, 25738
18440, 4250, 0, 0, 39
61, -9472, -9253, -9253, -9253
336, 0, 11008, 20630, 0
10000, 0, 0, 11520, 0
4626, 4626, 256, 13842, 0
0, 0, 25600, -6734, 0
16, 0, 0, -31232, 0
2, 0, 0, 0, 0
0, 0, 0, 0, 0
2, 0, 111, 0, 0
0, 0, 0, 25600, 0
17554, -6081, 25941, 360, 22029
2, 0, 11520, 12598, 25856
4218, 100, 25645, 0, 0
2, 0, -12229, 79, -29952
45, 0, -11520, 3879, 0
0, 0, 291, 0, 10496
10256, 0, 0, 0, 22415
100, 0, 0, 0, 256
64, 0, 0, -257, 0
1, 0, 0, 2, 0
0, 254, 0, 272, 1
10000, 137, 0, 0, 0
-2, 13106, 48, 0, 14129
-30672, 51, 0, 2, 1
11428, 30416, 0, 0, 0
11428, 30416, 31992, 0, -464
11428, 30416, 31992, 15662, -464
11428, 30416, 31992, 15662, -464
11428, 30416, 31992, 15662, -464
-12705, 1808, 0, 0, 0
-12705, 1808, -12026, 0, -5759
-12705, 1808, -12026, -14346, -5759
-12705, 1808, -12026, -14346, -5759
-12705, 1808, -12026, -14346, -5759
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
11095, 14651, 0, 0, 0
11095, 14651, 15713, 0, 6975
11095, 14651, 15713, -31859, 6975
11095, 14651, 15713, -31859, 6975
11095, 14651, 15713, -31859, 6975
-11269, 15637, 0, 0, 0
-11269, 15637, -17794, 0, 21001
-11269, 15637, -17794, 27541, 21001
-11269, 15637, -17794, 27541, 21001
-11269, 15637, -17794, 27541, 21001
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 1, 17152, -32643, 256
4961, 55, 8192, 8224, 0
1, 0, 0, 257, 1
-11269, -30760, -17794, 27541, 21002
1, 0, -255, 1, 1
1, 0, 0, 0, 257
0, 256, 175, 0, -20484
95, 256, 0, 1, 0
-1, 1, -1, -1, 0
15104, 269, 19456, 20275, 0
0, 11009, 12843, 13621, 11051
0, 256, 256, -512, 0
14111, 304, 9216, 4144, 0
0, 0, 0, 1, 0
0, -13516, -11269, 21, -13373
0, 256, 1, 0, 11428
31097, 31097, 0, 0, 121
-3328, 1, 257, 0, 0
1, 0, 0, 0, 257
0, -256, 0, -8192, 0
1, 0, 0, 0, 0
256, 18944, 8192, -11008, 238
1, 0, 0, 0, 256
100, 0, 0, 0, 0
1, 0, 0, 0, -255
1, 0, 0, 0, 256
389, 0, 133, 0, -31488
25695, 25855, -28223, -23581, 5119
356, 0, 0, 0, -9216
-11525, 21, 0, 32205, 0
256, 512, 100, 0, 8960
14, 0, 0, -5912, 0
100, 0, 0, 0, 0
0, 0, 100, 0, 11521
0, 0, -32768, 12856, 0
0, 256, 100, 0, 100
25851, -512, -9753, 2086, 18201
30719, -4197, -15678, -15678, -15678
206, 4112, 1, 0, -23847
100, 0, 0, 1, 0
10000, 4343, 0, 0, 39
356, 0, 0, 4096, 1
15104, 269, 15420, 15420, 15420
-8688, -31847, 0, 4231, 1
257, 0, 255, 19108, 0
100, 15557, 0, 4096, 0
100, 1, 0, 0, 0
25600, 1, 0, 0, 25600
13825, 2608, 29815, 13393, 4079
4353, 39, 32349, 25011, 6218
11428, -32560, -10496, 195, 25636
0, 0, 0, 0, 256
4135, 10000, 0, 0, 0
100, 1, 0, 0, 0
100, 1, 0, -8222, 10000
0, 256, 0, 0, 0
262, 4097, 0, 0, 39
356, 0, 0, 0, 0
1025, 16400, 10000, 100, 295
388, 25600, 100, 0, 10000
-12961, -1, 0, 0, 25600
1, 0, 0, 0, 257
0, 0, 4247, -10024, -22016
416, 0, 506, 0, -2304
25764, 1, 100, 0, 19712
25700, 0, 0, -28416, 0
100, 10767, -21248, 12589, 0
-10224, 4343, 15677, 15677, 15677
1375, 1, 41, 0, 0
25601, 0, 0, 0, 0
25601, 0, 0, 0, 0
