19788, 140737488342224, 140737353704888, 140737488342208, -30285, 0, 0
19788, 140737488342224, 140737353704888, 140737488342208, -30285, -1095, -14887
19788, 140737488342224, 140737353704888, 140737488342208, -30285, -1095, -14887
19788, 140737488342224, 140737353704888, 140737488342208, -30285, -1095, -14887
19788, 140737488342224, 140737353704888, 140737488342208, -30285, -1095, -14887
2148, 140737488342224, 140737353704888, 140737488342208, 31475, 0, 0
2148, 140737488342224, 140737353704888, 140737488342208, 31475, -14908, 25868
2148, 140737488342224, 140737353704888, 140737488342208, 31475, -14908, 25868
2148, 140737488342224, 140737353704888, 140737488342208, 31475, -14908, 25868
2148, 140737488342224, 140737353704888, 140737488342208, 31475, -14908, 25868
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
-20857, 140737488342224, 140737353704888, 140737488342208, -15159, 0, 0
-20857, 140737488342224, 140737353704888, 140737488342208, -15159, -11073, -19878
-20857, 140737488342224, 140737353704888, 140737488342208, -15159, -11073, -19878
-20857, 140737488342224, 140737353704888, 140737488342208, -15159, -11073, -19878
-20857, 140737488342224, 140737353704888, 140737488342208, -15159, -11073, -19878
-23754, 140737488342224, 140737353704888, 140737488342208, 13164, 0, 0
-23754, 140737488342224, 140737353704888, 140737488342208, 13164, -12654, -6265
-23754, 140737488342224, 140737353704888, 140737488342208, 13164, -12654, -6265
-23754, 140737488342224, 140737353704888, 140737488342208, 13164, -12654, -6265
-23754, 140737488342224, 140737353704888, 140737488342208, 13164, -12654, -6265
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
246, 140737488342224, 140737353704888, 140737488342208, 0, 11332, 15523
6, 140737488342224, 140737353704888, 140737488342208, -7424, 2, -19635
32470, 140737488342224, 140737353704888, 140737488342208, 44, 2, 0
-20304, 140737488342224, 140737353704888, 140737488342208, 0, 10753, 10794
0, 140737488342224, 140737353704888, 140737488342208, 512, -26864, 2
252, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
19456, 140737488342224, 140737353704888, 140737488342208, 4096, 512, 0
767, 140737488342224, 140737353704888, 140737488342208, 0, 0, 2
2, 140737488342224, 140737353704888, 140737488342208, 640, 0, 0
764, 140737488342224, 140737353704888, 140737488342208, 0, 0, 28013
258, 140737488342224, 140737353704888, 140737488342208, 0, 512, 12683
12290, 140737488342224, 140737353704888, 140737488342208, 2, 0, 2
252, 140737488342224, 140737353704888, 140737488342208, 0, 2, 0
12290, 140737488342224, 140737353704888, 140737488342208, 2, 0, 0
64, 140737488342224, 140737353704888, 140737488342208, 0, 2, 0
26255, 140737488342224, 140737353704888, 140737488342208, 0, 512, 0
512, 140737488342224, 140737353704888, 140737488342208, 0, 28672, -18546
0, 140737488342224, 140737353704888, 140737488342208, 2, 0, 0
252, 140737488342224, 140737353704888, 140737488342208, 255, -32510, 0
2, 140737488342224, 140737353704888, 140737488342208, 0, -14334, 548
2, 140737488342224, 140737353704888, 140737488342208, -15616, -703, 514
0, 140737488342224, 140737353704888, 140737488342208, 512, 2, 512
512, 140737488342224, 140737353704888, 140737488342208, 0, 28672, -18546
0, 140737488342224, 140737353704888, 140737488342208, 0, 256, 0
0, 140737488342224, 140737353704888, 140737488342208, 2, 0, 512
252, 140737488342224, 140737353704888, 140737488342208, 0, -1022, 4176
12290, 140737488342224, 140737353704888, 140737488342208, -13310, -13108, -13108
8224, 140737488342224, 140737353704888, 140737488342208, 544, 0, 512
2, 140737488342224, 140737353704888, 140737488342208, 9472, 0, -10044
2500, 140737488342224, 140737353704888, 140737488342208, 0, 0, 2500
213, 140737488342224, 140737353704888, 140737488342208, -25855, 0, 0
2500, 140737488342224, 140737353704888, 140737488342208, 19323, 0, 0
512, 140737488342224, 140737353704888, 140737488342208, 0, 28672, 142
1, 140737488342224, 140737353704888, 140737488342208, -256, 2, 2500
2500, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
2500, 140737488342224, 140737353704888, 140737488342208, 0, 0, 2500
1024, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
2500, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
219, 140737488342224, 140737353704888, 140737488342208, 0, 0, 2
452, 140737488342224, 140737353704888, 140737488342208, 0, 0, 9
251, 140737488342224, 140737353704888, 140737488342208, 0, 2500, 0
8224, 140737488342224, 140737353704888, 140737488342208, 544, 0, 1
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 256
512, 140737488342224, 140737353704888, 140737488342208, 0, 512, 0
2500, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
9, 140737488342224, 140737353704888, 140737488342208, -255, -1, 255
0, 140737488342224, 140737353704888, 140737488342208, 256, 255, 0
0, 140737488342224, 140737353704888, 140737488342208, 256, 13216, 2595
252, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
8224, 140737488342224, 140737353704888, 140737488342208, 544, 0, 512
2, 140737488342224, 140737353704888, 140737488342208, 452, 0, 0
24514, 140737488342224, 140737353704888, 140737488342208, 513, 0, 226
0, 140737488342224, 140737353704888, 140737488342208, 2304, 2313, 2313
512, 140737488342224, 140737353704888, 140737488342208, 0, 28672, -18546
0, 140737488342224, 140737353704888, 140737488342208, 2560, -17590, 0
501, 140737488342224, 140737353704888, 140737488342208, 0, 0, -9587
0, 140737488342224, 140737353704888, 140737488342208, 0, 512, 0
10692, 140737488342224, 140737353704888, 140737488342208, 0, 0, 2500
19128, 140737488342224, 140737353704888, 140737488342208, 8221, 544, 256
0, 140737488342224, 140737353704888, 140737488342208, 256, 0, 0
-15105, 140737488342224, 140737353704888, 140737488342208, 13833, -16800, -14818
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
29298, 140737488342224, 140737353704888, 140737488342208, 29298, 29298, -26254
19458, 140737488342224, 140737353704888, 140737488342208, 77, 0, 28672
8226, 140737488342224, 140737353704888, 140737488342208, 544, 0, 512
4, 140737488342224, 140737353704888, 140737488342208, 2500, 0, 0
12290, 140737488342224, 140737353704888, 140737488342208, 2, 0, 2
2500, 140737488342224, 140737353704888, 140737488342208, 0, 0, 2500
0, 140737488342224, 140737353704888, 140737488342208, 0, -256, 0
-317, 140737488342224, 140737353704888, 140737488342208, 19971, 2, 0
451, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 512, 686, -11248
-15165, 140737488342224, 140737353704888, 140737488342208, 9, 0, 256
0, 140737488342224, 140737353704888, 140737488342208, 2, -15360, 9
-317, 140737488342224, 140737353704888, 140737488342208, 14339, 14392, 14392
6, 140737488342224, 140737353704888, 140737488342208, -7424, 0, 256
-28159, 140737488342224, 140737353704888, 140737488342208, 2, 0, 4155
2756, 140737488342224, 140737353704888, 140737488342208, 0, 512, 255
512, 140737488342224, 140737353704888, 140737488342208, 0, 2499, 0
671, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
-27341, 140737488342224, 140737353704888, 140737488342208, -27243, -27243, -27243
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
2756, 140737488342224, 140737353704888, 140737488342208, 0, 512, 255
29298, 140737488342224, 140737353704888, 140737488342208, 29298, 29298, -26254
254, 140737488342224, 140737353704888, 140737488342208, 0, 512, 0
2, 140737488342224, 140737353704888, 140737488342208, 0, 255, 2
452, 140737488342224, 140737353704888, 140737488342208, 0, -2560, 0
4125, 140737488342224, 140737353704888, 140737488342208, 38, 0, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 3855, -32753
-25085, 140737488342224, 140737353704888, 140737488342208, -31930, -6671, -16436
255, 140737488342224, 140737353704888, 140737488342208, 512, 0, 256
10000, 140737488342224, 140737353704888, 140737488342208, 0, 0, 0
-317, 140737488342224, 140737353704888, 140737488342208, -18822, -18762, -18762
6, 140737488342224, 140737353704888, 140737488342208, 256, 0, -19712
4096, 140737488342224, 140737353704888, 140737488342208, 39, 0, 0
52, 140737488342224, 140737353704888, 140737488342208, 0, 0, 64
189, 140737488342224, 140737353704888, 140737488342208, 512, 0, 0
-16318, 140737488342224, 140737353704888, 140737488342208, 0, 3584, -5837
1024, 140737488342224, 140737353704888, 140737488342208, 0, 0, 2
80, 140737488342224, 140737353704888, 140737488342208, 0, 9986, 0
0, 140737488342224, 140737353704888, 140737488342208, 0, 0, 256
