-22592, 0, -31863
-7359, 0, 16719
-7359, -24294, 16719
-7359, -24294, 16719
-7359, -24294, 16719
-7359, -24294, 16719
31028, 0, 16996
31028, 14830, 16996
31028, 14830, 16996
31028, 14830, 16996
31028, 14830, 16996
0, 0, 0
30157, 0, 26606
30157, -22166, 26606
30157, -22166, 26606
30157, -22166, 26606
30157, -22166, 26606
-8442, 0, -30264
-17125, 11506, 0
-17125, 11506, 0
-17125, 11506, 0
-17125, 11506, -22404
-17125, 11506, -22404
10020, 27258, 0
10020, 27258, 0
10020, 27258, 0
10020, 27258, -12739
10020, 27258, -12739
0, 0, 0
