-6522, 0, 0, -11125, 0
-6522, 0, -3833, -11125, -12265
-6522, 2638, -3833, -11125, -12265
-6522, 2638, -3833, -11125, -12265
-6522, 2638, -3833, -11125, -12265
-13341, 0, 0, -6145, 0
-13341, 0, 18489, -6145, -24555
-13341, 5037, 18489, -6145, -24555
-13341, 5037, 18489, -6145, -24555
-13341, 5037, 18489, -6145, -24555
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
417, 0, 0, 21260, 0
417, 0, 30829, 21260, -31755
417, 6581, 30829, 21260, -31755
417, 6581, 30829, 21260, -31755
417, 6581, 30829, 21260, -31755
-7613, 0, 0, -5443, 0
-7613, 0, -30546, -5443, 17791
-7613, -27548, -30546, -5443, 17791
-7613, -27548, -30546, -5443, 17791
-7613, -27548, -30546, -5443, 17791
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
179, -512, 0, 0, -19711
1, 9252, 9252, 9252, 9252
1, 9252, 9252, 7716, 10193
21074, 21074, 21074, 21074, 21074
21074, 21074, 21074, 21074, 21074
248, 0, 0, 1, 257
19446, 0, 192, 19275, 19275
-30343, 256, 0, 256, 0
248, 0, 0, -255, 257
1, 0, 0, 257, 256
256, 257, 0, 0, 0
256, 257, 0, 0, 0
3073, 1, 25600, 0, 0
1, 247, 1280, 1, 0
1, 0, 0, 255, 0
248, 0, 0, 1, 257
1, 0, 1, 0, -512
1, 1, 0, 256, 0
-18489, -10281, -10281, -10281, -10281
256, 57, 13568, 0, 256
0, 0, 9991, 0, 256
256, 0, 0, 256, 0
10000, 0, 0, 0, 0
0, 216, 4096, 1, -10224
10000, 206, 0, 0, 0
0, 0, 0, 0, 0
-24320, 256, 0, 256, 0
11008, 0, 0, 18823, 0
1, -476, 9252, 9252, 9252
21074, 23128, 21074, 21074, 21074
-256, 4135, 0, 4097, 0
1, 0, 0, 0, 0
1, 0, 0, 0, -13824
-1623, 0, 0, -18195, 0
-1623, 0, 29096, -18195, 32636
-1623, 14356, 29096, -18195, 32636
-1623, 14356, 29096, -18195, 32636
-1623, 14356, 29096, -18195, 32636
24273, 0, 0, -6436, 0
24273, 0, 11579, -6436, 1076
24273, -31500, 11579, -6436, 1076
24273, -31500, 11579, -6436, 1076
24273, -31500, 11579, -6436, 1076
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
-27127, 0, 0, -7458, 0
-27127, 0, 15715, -7458, 17553
-27127, 2643, 15715, -7458, 17553
-27127, 2643, 15715, -7458, 17553
-27127, 2643, 15715, -7458, 17553
-16669, 0, 0, 1661, 0
-16669, 0, -10097, 1661, -23411
-16669, 31961, -10097, 1661, -23411
-16669, 31961, -10097, 1661, -23411
-16669, 31961, -10097, 1661, -23411
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
257, 257, 100, 0, 0
257, 256, 0, 6, 0
1, 1, 0, -2049, 8083
0, -28671, 0, -2, 0
0, 0, 0, 0, 0
0, 0, 0, 0, -1791
-23939, 0, 0, 26201, 0
-23939, 0, 27660, 26201, -28756
-23939, 1744, 27660, 26201, -28756
-23939, 1744, 27660, 26201, -28756
-23939, 1744, 27660, 26201, -28756
-9307, 0, 0, 21956, 0
-9307, 0, 2965, 21956, 15215
-9307, -10862, 2965, 21956, 15215
-9307, -10862, 2965, 21956, 15215
-9307, -10862, 2965, 21956, 15215
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
2328, 0, 0, -22362, 0
2328, 0, 18602, -22362, 27970
2328, 4399, 18602, -22362, 27970
2328, 4399, 18602, -22362, 27970
2328, 4399, 18602, -22362, 27970
17227, 0, 0, 41, 0
17227, 0, -25270, 41, -8988
17227, 8421, -25270, 41, -8988
17227, 8421, -25270, 41, -8988
17227, 8421, -25270, 41, -8988
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
765, 9984, 0, 0, 0
210, 0, 0, 0, 2
-8072, -10538, 0, 0, 0
-8072, -10538, -16077, -16085, 0
-8072, -10538, -16077, -16085, 0
-8072, -10538, -16077, -16085, 10746
-8072, -10538, -16077, -16085, 10746
31018, -24509, 0, 0, 0
31018, -24509, 1005, 6708, 0
31018, -24509, 1005, 6708, 0
31018, -24509, 1005, 6708, 331
31018, -24509, 1005, 6708, 331
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
19967, 9481, 0, 0, 0
19967, 9481, -3665, 104, 0
19967, 9481, -3665, 104, 0
19967, 9481, -3665, 104, 32454
19967, 9481, -3665, 104, 32454
-30088, 15771, 0, 0, 0
-30088, 15771, -11764, 4683, 0
-30088, 15771, -11764, 4683, 0
-30088, 15771, -11764, 4683, 16352
-30088, 15771, -11764, 4683, 16352
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
2285, 2056, 2056, 2056, 0
256, 0, 0, 1, 0
0, 0, 50, 0, 9984
1, 0, 1, 0, 0
1, 0, 1, 0, -5956
0, 0, 0, 4135, 0
