-17657, 0, 27162, 140737353704888, 140737488342208, 4160739816
-17657, 27614, 27162, 140737353704888, 140737488342208, 4160739816
-17657, 27614, 27162, 140737353704888, 140737488342208, 4160739816
-17657, 27614, 27162, 140737353704888, 140737488342208, 4160739816
-17657, 27614, 27162, 140737353704888, 140737488342208, 4160739816
-19015, 0, 28769, 140737353704888, 140737488342208, 4160739816
-19015, 13689, 28769, 140737353704888, 140737488342208, 4160739816
-19015, 13689, 28769, 140737353704888, 140737488342208, 4160739816
-19015, 13689, 28769, 140737353704888, 140737488342208, 4160739816
-19015, 13689, 28769, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
8971, 0, -22815, 140737353704888, 140737488342208, 4160739816
8971, 17493, -22815, 140737353704888, 140737488342208, 4160739816
8971, 17493, -22815, 140737353704888, 140737488342208, 4160739816
8971, 17493, -22815, 140737353704888, 140737488342208, 4160739816
8971, 17493, -22815, 140737353704888, 140737488342208, 4160739816
24255, 0, 18379, 140737353704888, 140737488342208, 4160739816
24255, 13546, 18379, 140737353704888, 140737488342208, 4160739816
24255, 13546, 18379, 140737353704888, 140737488342208, 4160739816
24255, 13546, 18379, 140737353704888, 140737488342208, 4160739816
24255, 13546, 18379, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
412, 256, 0, 140737353704888, 140737488342208, 4160739816
20056, 9, -15206, 140737353704888, 140737488342208, 4160739816
-25501, 0, -15360, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
86, 256, 0, 140737353704888, 140737488342208, 4160739816
256, 0, -17664, 140737353704888, 140737488342208, 4160739816
63, 150, 819, 140737353704888, 140737488342208, 4160739816
1, 256, 0, 140737353704888, 140737488342208, 4160739816
-17657, 31080, 0, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
-24063, 9, -15259, 140737353704888, 140737488342208, 4160739816
1, 0, 0, 140737353704888, 140737488342208, 4160739816
13366, 24833, 0, 140737353704888, 140737488342208, 4160739816
1, 25650, 11520, 140737353704888, 140737488342208, 4160739816
0, 768, 0, 140737353704888, 140737488342208, 4160739816
20056, 9, -15206, 140737353704888, 140737488342208, 4160739816
13366, 24834, 0, 140737353704888, 140737488342208, 4160739816
256, 0, -17664, 140737353704888, 140737488342208, 4160739816
0, 0, 0, 140737353704888, 140737488342208, 4160739816
100, -9253, -9253, 140737353704888, 140737488342208, 4160739816
-23251, -27929, -18449, 140737353704888, 140737488342208, 4160739816
-4500, 21721, 0, 0, 0, 0
