-19775, 26046
3418, 11378
3418, 11378
3418, 11378
3418, 11378
3418, 11378
31454, 18119
31454, 18119
31454, 18119
31454, 18119
31454, 18119
0, 0
0, 0
0, 0
0, 0
0, 0
8690, 10182
8690, 10182
8690, 10182
8690, 10182
8690, 10182
14724, 2240
14724, 2240
14724, 2240
14724, 2240
14724, 2240
0, 0
0, 0
0, 0
0, 0
0, 0
0, -15360
10000, 0
12056, 11902
528, 0
94, 0
257, 0
133, 256
-8540, 21413
3023, 10167
3023, 10167
3023, 10167
3023, 10167
3023, 10167
8202, 4503
8202, 4503
8202, 4503
8202, 4503
8202, 4503
0, 0
0, 0
0, 0
0, 0
0, 0
-9151, -29634
-9151, -29634
-9151, -29634
-9151, -29634
-9151, -29634
31427, -14175
31427, -14175
31427, -14175
31427, -14175
31427, -14175
0, 0
0, 0
0, 0
0, 0
0, 0
2500, 0
0, 0
0, 40
99, 0
2500, 40
470, 0
206, 16
12589, 2500
1, 0
2500, 0
17260, 13108
0, 0
470, 0
2570, 2570
-15173, 9
0, 100
-4603, 0
-4603, 0
-4603, 0
-4603, 30797
-4603, 30797
-15826, 0
-15826, 0
-15826, 0
-15826, -24597
-15826, -24597
0, 0
0, 0
0, 0
0, 0
0, 0
3854, 0
