-31358, 0, 0, -14207, 0, 140733193388032, 140737488342224, 140737353704888
-31358, 0, -14748, -14207, 10900, 140733193388032, 140737488342224, 140737353704888
-31358, -29192, -14748, -14207, 10900, 140733193388032, 140737488342224, 140737353704888
-31358, -29192, -14748, -14207, 10900, 140733193388032, 140737488342224, 140737353704888
-31358, -29192, -14748, -14207, 10900, 140733193388032, 140737488342224, 140737353704888
11828, 0, 0, 25301, 0, 140733193388032, 140737488342224, 140737353704888
11828, 0, -25356, 25301, -1127, 140733193388032, 140737488342224, 140737353704888
11828, 6948, -25356, 25301, -1127, 140733193388032, 140737488342224, 140737353704888
11828, 6948, -25356, 25301, -1127, 140733193388032, 140737488342224, 140737353704888
11828, 6948, -25356, 25301, -1127, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
5462, 0, 0, -27044, 0, 140733193388032, 140737488342224, 140737353704888
5462, 0, 12087, -27044, 25188, 140733193388032, 140737488342224, 140737353704888
5462, -6886, 12087, -27044, 25188, 140733193388032, 140737488342224, 140737353704888
5462, -6886, 12087, -27044, 25188, 140733193388032, 140737488342224, 140737353704888
5462, -6886, 12087, -27044, 25188, 140733193388032, 140737488342224, 140737353704888
15251, 0, 0, 19181, 0, 140733193388032, 140737488342224, 140737353704888
15251, 0, 437, 19181, 10829, 140733193388032, 140737488342224, 140737353704888
15251, -20803, 437, 19181, 10829, 140733193388032, 140737488342224, 140737353704888
15251, -20803, 437, 19181, 10829, 140733193388032, 140737488342224, 140737353704888
15251, -20803, 437, 19181, 10829, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 20942, -13300, 1, 7680, 140733193388032, 140737488342224, 140737353704888
1, 24832, 0, 256, 256, 140733193388032, 140737488342224, 140737353704888
-256, 0, 0, 1, 0, 140733193388032, 140737488342224, 140737353704888
1, 256, 0, 256, 0, 140733193388032, 140737488342224, 140737353704888
130, -20310, -17170, 0, -20991, 140733193388032, 140737488342224, 140737353704888
0, 462, -13300, 1, 7680, 140733193388032, 140737488342224, 140737353704888
0, 462, -13300, 1, 7680, 140733193388032, 140737488342224, 140737353704888
11521, 1, 0, 49, 1, 140733193388032, 140737488342224, 140737353704888
-31232, 14336, 0, 16384, 301, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 64, 0, 140733193388032, 140737488342224, 140737353704888
130, -20310, -17170, 0, -20991, 140733193388032, 140737488342224, 140737353704888
257, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
510, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 7680, 0, 256, 257, 140733193388032, 140737488342224, 140737353704888
1, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
14081, 0, 0, 13111, 1, 140733193388032, 140737488342224, 140737353704888
256, -6169, -6169, -6400, -6169, 140733193388032, 140737488342224, 140737353704888
128, 1, 0, 0, 256, 140733193388032, 140737488342224, 140737353704888
0, 27392, 0, 27393, 363, 140733193388032, 140737488342224, 140737353704888
384, 257, 306, 14647, 14134, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
-32768, 0, 1, 0, 0, 140733193388032, 140737488342224, 140737353704888
188, 1, -17220, 0, -17407, 140733193388032, 140737488342224, 140737353704888
0, 0, 402, 1, 0, 140733193388032, 140737488342224, 140737353704888
128, 1, -29042, 1, 0, 140733193388032, 140737488342224, 140737353704888
1, 0, 0, 1, 0, 140733193388032, 140737488342224, 140737353704888
15203, 20987, 5754, 32674, -10077, 140733193388032, 140737488342224, 140737353704888
1, 0, 79, 0, 0, 140733193388032, 140737488342224, 140737353704888
1, -9746, -17152, 4096, 39, 140733193388032, 140737488342224, 140737353704888
10000, 10000, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
-31358, 10000, 0, 1, 0, 140733193388032, 140737488342224, 140737353704888
15, 0, 0, 4096, 10000, 140733193388032, 140737488342224, 140737353704888
4230, 256, 0, 0, 256, 140733193388032, 140737488342224, 140737353704888
0, 0, 0, 10000, 1, 140733193388032, 140737488342224, 140737353704888
10000, 0, 0, 10000, 0, 140733193388032, 140737488342224, 140737353704888
33, -652, 4838, 0, -1967, 140733193388032, 140737488342224, 140737353704888
10000, 1, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
1, -18699, 15244, 256, -6912, 140733193388032, 140737488342224, 140737353704888
10000, 10000, 0, 0, 0, 140733193388032, 140737488342224, 140737353704888
0, 256, 49, 1, 0, 140733193388032, 140737488342224, 140737353704888
