26499, 0, -1059, 0
26499, 4927, -1059, -20541
26499, 4927, -1059, -20541
26499, 4927, -1059, -20541
26499, 4927, -1059, -20541
-12707, 0, 18847, 0
-12707, -1074, 18847, -13290
-12707, -1074, 18847, -13290
-12707, -1074, 18847, -13290
-12707, -1074, 18847, -13290
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
-1955, 0, -13199, 0
-1955, 26171, -13199, 4017
10854, 0, -10865, 0
10854, 4539, -10865, 6127
10854, 4539, -10865, 6127
10854, 4539, -10865, 6127
10854, 4539, -10865, 6127
28597, 0, -22943, 0
28597, -11184, -22943, -23321
28597, -11184, -22943, -23321
28597, -11184, -22943, -23321
28597, -11184, -22943, -23321
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
20718, 0, -19726, 0
20718, -30573, -19726, -460
20718, -30573, -19726, -460
20718, -30573, -19726, -460
20718, -30573, -19726, -460
-32441, 0, 16671, 0
-32441, 22548, 16671, -3293
22982, 0, 26613, 0
22982, 17531, 26613, 1374
22982, 17531, 26613, 1374
22982, 17531, 26613, 1374
22982, 17531, 26613, 1374
-17581, 0, -3847, 0
-17581, 28447, -3847, -29089
407, -603, 0, 0
407, -603, -18241, 0
