8383, 0, 8439, 0, 0
8383, 19556, 8439, -32124, 0
8383, 19556, 8439, -32124, 16288
8383, 19556, 8439, -32124, 16288
8383, 19556, 8439, -32124, 16288
-18417, 0, -6314, 0, 0
-18417, 31064, -6314, 29154, 0
-18417, 31064, -6314, 29154, -20982
-18417, 31064, -6314, 29154, -20982
-18417, 31064, -6314, 29154, -20982
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
1753, 0, 21250, 0, 0
1753, -14982, 21250, 32756, 0
1753, -14982, 21250, 32756, 1131
8735, 0, -30957, 0, 0
8735, 9790, -30957, -327, 0
8735, 9790, -30957, -327, 25872
8735, 9790, -30957, -327, 25872
8735, 9790, -30957, -327, 25872
25044, 0, 20809, 0, 0
25044, -14191, 20809, -12916, 0
25044, -14191, 20809, -12916, 1271
25044, -14191, 20809, -12916, 1271
25044, -14191, 20809, -12916, 1271
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
32017, 0, 839, 0, 0
32017, -7329, 839, -15942, 0
32017, -7329, 839, -15942, -12199
32017, -7329, 839, -15942, -12199
32017, -7329, 839, -15942, -12199
-31184, 0, 30504, 0, 0
-31184, -16956, 30504, 20991, 0
-31184, -16956, 30504, 20991, 21103
17222, 23700, 0, 0, 0
17222, 23700, -17446, 602, 0
