-22964, 4262, 0, 0
-22964, 4262, -7405, -24720
-14292, 8693, 0, 0
-14292, 8693, -29977, -14134
-14292, 8693, -29977, -14134
-14292, 8693, -29977, -14134
-14292, 8693, -29977, -14134
30883, -9267, 0, 0
30883, -9267, 1462, 10858
30883, -9267, 1462, 10858
30883, -9267, 1462, 10858
30883, -9267, 1462, 10858
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
-26038, 28361, 0, 0
-26038, 28361, -5238, -28670
-7538, 13352, 0, 0
-7538, 13352, -13441, -20790
27205, 25871, 0, 0
27205, 25871, 8300, -26927
27205, 25871, 8300, -26927
27205, 25871, 8300, -26927
27205, 25871, 8300, -26927
8222, -17689, 0, 0
8222, -17689, 4655, -8388
8222, -17689, 4655, -8388
8222, -17689, 4655, -8388
8222, -17689, 4655, -8388
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
9377, 5867, 0, 0
9377, 5867, -24504, -22783
9377, 5867, -24504, -22783
9377, 5867, -24504, -22783
9377, 5867, -24504, -22783
13463, 732, 0, 0
13463, 732, -28082, -5541
13463, 732, -28082, -5541
13463, 732, -28082, -5541
13463, 732, -28082, -5541
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, -3328, 257, 0
-3085, 254, 499, 0
-16384, 0, -3328, 0
1, 255, 0, 2
7681, -256, 0, 512
1, 1, 6439, 11565
-3073, 1, 0, 0
0, 28416, 22417, 22359
-31816, -18385, 0, 0
-31816, -18385, 22068, 0
-31816, -18385, 22068, 0
-31816, -18385, 22068, 21079
-31816, -18385, 22068, 21079
17212, -2058, 0, 0
17212, -2058, 23414, 0
17212, -2058, 23414, 0
17212, -2058, 23414, 6153
17212, -2058, 23414, 6153
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
17920, -12964, 0, 0
17920, -12964, -10651, 0
17920, -12964, -10651, 0
17920, -12964, -10651, 8753
17920, -12964, -10651, 8753
-28352, -4700, 0, 0
-28352, -4700, -30646, 0
-28352, -4700, -30646, 0
-28352, -4700, -30646, -14728
-28352, -4700, -30646, -14728
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 512, 0, 0
4, 1, 0, 0
30446, 30326, 30326, 30326
0, 256, 1, 243
2114, 0, -1081, -7096
